replication,seed,scenario_id,scenario_name,final_fitness,final_risk_original,final_risk_permuted,delta_risk_permutation_minus_original,final_trade,total_switches
99,99,baseline,Baseline,127.860807822168,361.420887291302,358.207774354194,-3.21311293710841,2420.46938246813,2450
99,99,early_mover,Early Mover,117.819404022365,265.433208030101,295.095430208949,29.6622221788485,1932.42619821031,4107
99,99,sequential,Sequential,118.620609931653,257.572706803131,288.558198245316,30.9854914421844,1824.55313573317,4254
99,99,coordinated,Coordinated,115.755477788352,260.386274730797,290.164385992851,29.7781112620539,1859.10492718909,4079
99,99,delayed_coordination,Delayed Coordination,118.022775456054,258.880475522011,283.611169937289,24.7306944152778,1814.34416956803,4280
100,100,baseline,Baseline,126.20486351748,351.348419391994,347.890666491351,-3.45775290064284,2251.0382888383,3148
100,100,early_mover,Early Mover,117.222456180114,271.303064043327,247.450772038202,-23.8522920051255,1695.27410088707,4633
100,100,sequential,Sequential,113.840103839582,258.595960066554,237.590458469942,-21.0055015966118,1670.99086231791,4731
100,100,coordinated,Coordinated,117.255532846992,259.862404533755,229.979429207175,-29.8829753265807,1593.33327400753,4890
100,100,delayed_coordination,Delayed Coordination,113.390890127385,271.577631375183,245.911782315312,-25.6658490598712,1701.56414722308,4591
