replication,seed,beta,scenario_id,delta_final_fitness_vs_baseline,delta_final_risk_vs_baseline,delta_final_trade_vs_baseline,delta_total_switches_vs_baseline
53,53,2,coordinated,-2.57946923986756,-102.211677961815,-686.67305435601,2034
53,53,2,delayed_coordination,-0.64780259352203,-111.991002094652,-792.450385792325,2342
53,53,4,baseline,0,0,0,0
53,53,4,early_mover,-5.60792800110391,-119.840398016087,-690.65452437113,1819
53,53,4,sequential,-5.19825821718705,-122.974508520187,-710.870540048326,1943
53,53,4,coordinated,-6.2216452675319,-122.425406755196,-767.500311522569,2064
53,53,4,delayed_coordination,-7.59327545217441,-119.200751828766,-670.18904402819,1834
53,53,8,baseline,0,0,0,0
53,53,8,early_mover,-9.93415978959757,-95.3826590382604,-604.925294614804,1687
53,53,8,sequential,-9.18521984132856,-108.62351448036,-700.152574823611,1784
53,53,8,coordinated,-13.6887999859455,-91.6664101424477,-610.58369349286,1692
53,53,8,delayed_coordination,-9.67420551269414,-107.575378733329,-705.932798195296,1836
54,54,2,baseline,0,0,0,0
54,54,2,early_mover,-2.40298832044125,-101.122225310146,-715.168688553585,1970
54,54,2,sequential,-11.0314123970682,-92.6276823991834,-687.006923989659,1774
54,54,2,coordinated,-0.467480195364359,-116.743691706158,-911.894420672374,2458
54,54,2,delayed_coordination,-4.91894362834155,-108.643977508751,-778.174048241697,1973
54,54,4,baseline,0,0,0,0
54,54,4,early_mover,-3.71700436191306,-103.15802660551,-763.542676924047,2029
54,54,4,sequential,-5.94434032703127,-120.323663384957,-899.516847074198,2192
54,54,4,coordinated,-8.06452400700854,-104.772846500769,-800.64187814959,1940
54,54,4,delayed_coordination,-9.11165308719616,-112.028454647641,-814.594875803485,1947
54,54,8,baseline,0,0,0,0
54,54,8,early_mover,-9.65343538204347,-85.1113169684646,-672.267253879646,1734
54,54,8,sequential,-13.6832365504347,-99.8466476851383,-736.70745358373,1600
54,54,8,coordinated,-11.7040369441254,-96.7682740038919,-750.61856011119,1785
54,54,8,delayed_coordination,-12.2237891227708,-105.297555944361,-777.320023448531,1774
55,55,2,baseline,0,0,0,0
55,55,2,early_mover,6.582783560438,-128.741708594535,-929.50635559683,2713
55,55,2,sequential,6.88526517876974,-140.919684537455,-1030.25709862014,2622
55,55,2,coordinated,3.89828668115848,-113.586486745387,-915.395330632204,2437
55,55,2,delayed_coordination,5.20310439867066,-134.751804130452,-1007.6201315027,2451
55,55,4,baseline,0,0,0,0
55,55,4,early_mover,-0.859697493891645,-119.271409582892,-824.647770733107,2317
55,55,4,sequential,-2.35953699807119,-125.138872395215,-899.479565136722,2392
55,55,4,coordinated,-3.79490149107123,-109.549601042674,-850.651512666841,2248
55,55,4,delayed_coordination,-1.75972315420951,-133.515618656399,-918.992900106939,2449
55,55,8,baseline,0,0,0,0
55,55,8,early_mover,-12.3183472723939,-113.743624210523,-628.588672813792,1706
55,55,8,sequential,-13.0798093637773,-107.078725702751,-693.594476117523,1749
55,55,8,coordinated,-12.3698722982738,-101.907747852864,-717.698308979366,1939
55,55,8,delayed_coordination,-11.7572365589065,-116.581015514779,-732.585977146986,1858
56,56,2,baseline,0,0,0,0
56,56,2,early_mover,5.0362470918341,-127.384617830495,-835.031215284553,2389
56,56,2,sequential,-1.19416105990723,-111.277277414486,-834.606581216798,2128
56,56,2,coordinated,-6.24169069264386,-88.4103354601406,-675.549329116176,1528
56,56,2,delayed_coordination,-1.79557450976597,-125.47681823766,-832.796908785216,2158
56,56,4,baseline,0,0,0,0
56,56,4,early_mover,-12.5504148043433,-50.9312074122747,-453.537433966228,1047
56,56,4,sequential,-17.385178518071,-55.8329358120849,-483.403765940269,877
56,56,4,coordinated,-17.7903422737345,-52.0576235199522,-442.75125953425,987
56,56,4,delayed_coordination,-17.3499171604999,-55.5457718412082,-461.965926556333,862
56,56,8,baseline,0,0,0,0
56,56,8,early_mover,-12.0022194686087,-92.5611614996647,-586.713887899277,1334
56,56,8,sequential,-16.2653866177616,-90.3092161048367,-585.712449969823,1154
56,56,8,coordinated,-15.5657910717648,-83.4776648391274,-553.836773486222,1217
56,56,8,delayed_coordination,-16.023431138581,-91.5788748073455,-592.759288888248,1280
57,57,2,baseline,0,0,0,0
57,57,2,early_mover,3.79587920981149,-111.264826102598,-781.850905322055,2400
57,57,2,sequential,2.46590438853684,-126.577056576035,-858.738897013122,2495
57,57,2,coordinated,1.45047652614704,-118.877588577299,-850.405494476018,2506
57,57,2,delayed_coordination,5.29260592435438,-137.94159942316,-897.858029529885,2558
57,57,4,baseline,0,0,0,0
57,57,4,early_mover,-3.20023649714732,-103.126212453275,-713.87572192361,1895
57,57,4,sequential,-4.1160912511798,-132.453798933406,-812.245451562769,2015
57,57,4,coordinated,-4.30987792427408,-133.25853592629,-789.428219351614,2047
57,57,4,delayed_coordination,-3.55948582600874,-121.000323177318,-833.2722292847,2086
57,57,8,baseline,0,0,0,0
57,57,8,early_mover,-7.65068678363984,-95.5571562086207,-673.088525810789,1585
57,57,8,sequential,-13.5046338823703,-111.930895383304,-727.844371849589,1628
57,57,8,coordinated,-11.75409423191,-112.971817940307,-696.971227936405,1467
57,57,8,delayed_coordination,-10.0832005899707,-124.708106366064,-760.048088384173,1657
58,58,2,baseline,0,0,0,0
58,58,2,early_mover,0.246098158826442,-122.804974966121,-838.006781059436,2570
58,58,2,sequential,2.57520558885537,-135.090473691626,-946.847635033123,2630
58,58,2,coordinated,4.57183454419331,-140.296619018025,-957.245157016267,2832
58,58,2,delayed_coordination,1.5231786616431,-135.872471880674,-938.749476721855,2674
58,58,4,baseline,0,0,0,0
58,58,4,early_mover,-2.43669164240833,-117.920375794781,-802.251998245233,2344
58,58,4,sequential,-4.2134102411224,-132.163052287855,-892.953647783361,2393
58,58,4,coordinated,-4.38073180966617,-120.25784591848,-846.43217935302,2344
58,58,4,delayed_coordination,-4.92331611881447,-125.487165018271,-877.335158719178,2418
58,58,8,baseline,0,0,0,0
58,58,8,early_mover,-11.4907868662271,-77.2893752269541,-641.544534597395,1594
58,58,8,sequential,-16.1544513550748,-74.5702274038362,-616.963963764679,1420
58,58,8,coordinated,-22.1998773764525,-50.9627548155714,-472.536623506804,959
58,58,8,delayed_coordination,-16.873603404021,-76.3069145743951,-623.819037922676,1439
59,59,2,baseline,0,0,0,0
59,59,2,early_mover,2.04961888168215,-104.865224256242,-776.276980524289,2363
59,59,2,sequential,3.06706268824722,-124.311300558406,-859.236058835769,2527
59,59,2,coordinated,9.95203481748544,-131.334316891731,-928.143550635662,2743
59,59,2,delayed_coordination,4.59207594818791,-126.172371260782,-888.997901069643,2495
59,59,4,baseline,0,0,0,0
59,59,4,early_mover,-2.84742265547108,-117.802352788203,-703.707584841962,1850
59,59,4,sequential,-1.51441227879273,-144.219655672339,-820.317047873123,1845
59,59,4,coordinated,0.418603218255839,-128.313646523312,-787.186051194888,1895
59,59,4,delayed_coordination,-6.07299264397919,-137.231173923686,-785.07185969627,1823
59,59,8,baseline,0,0,0,0
59,59,8,early_mover,-10.6365633944216,-86.3821324127092,-563.183166158098,1432
59,59,8,sequential,-14.4556417074546,-95.6203611212908,-567.305153899237,1471
59,59,8,coordinated,-9.93580035762758,-96.7356007073866,-668.014178900516,1682
59,59,8,delayed_coordination,-12.0582195752807,-93.3418643974438,-614.782575758487,1602
60,60,2,baseline,0,0,0,0
60,60,2,early_mover,2.85795236093298,-124.02989125529,-875.480738346835,2597
60,60,2,sequential,1.56058771955618,-130.137733441976,-937.229580237538,2616
60,60,2,coordinated,-0.892772227693726,-127.94858976005,-865.678643896783,2548
60,60,2,delayed_coordination,0.543489086511485,-130.204390484357,-915.962275957406,2613
60,60,4,baseline,0,0,0,0
60,60,4,early_mover,-2.13790320339294,-120.762527891699,-808.670643172309,2220
60,60,4,sequential,-4.09610075364988,-134.247137673145,-841.39133577273,2146
60,60,4,coordinated,-12.5808395280251,-96.9622535260082,-692.783496098163,1494
60,60,4,delayed_coordination,-7.42383865663712,-120.455006792683,-802.203591915096,2151
60,60,8,baseline,0,0,0,0
60,60,8,early_mover,-9.39736832675597,-75.7246606260767,-639.541677331747,1653
60,60,8,sequential,-18.3120458091503,-59.8571881281246,-587.293386556587,1446
60,60,8,coordinated,-14.0457373343271,-85.004704893232,-682.493177013849,1637
60,60,8,delayed_coordination,-13.7763718051368,-72.4892447503483,-624.552251187944,1562
61,61,2,baseline,0,0,0,0
61,61,2,early_mover,4.96690603175037,-124.119960150366,-836.794419107582,2515
61,61,2,sequential,5.77075518209392,-126.882599032143,-911.828248098265,2572
61,61,2,coordinated,6.16238975378869,-115.1318810346,-940.427880133062,2809
61,61,2,delayed_coordination,7.37931311856642,-115.868348933128,-914.16488777056,2645
61,61,4,baseline,0,0,0,0
61,61,4,early_mover,-2.49044160209172,-111.240523277412,-766.576825354606,2199
61,61,4,sequential,-1.31079846036133,-130.000492636429,-835.774922536932,2304
61,61,4,coordinated,-5.03783850058088,-125.190970451105,-760.204763250559,2077
61,61,4,delayed_coordination,-3.32979301322209,-112.128187271543,-804.643507413892,2234
61,61,8,baseline,0,0,0,0
61,61,8,early_mover,-10.5103306091474,-100.75809825193,-624.029748404143,1649
61,61,8,sequential,-12.940730274112,-102.186417732441,-654.669822221793,1620
61,61,8,coordinated,-10.0004107819218,-113.155347486955,-707.781572552538,1896
61,61,8,delayed_coordination,-11.6599559659291,-102.013503013169,-675.94922638896,1732
62,62,2,baseline,0,0,0,0
62,62,2,early_mover,-2.53974674282475,-73.0823087265929,-666.849901628458,1856
62,62,2,sequential,-4.60334918878594,-81.8672011615648,-724.905735989802,1893
62,62,2,coordinated,-14.9720576386025,-55.7999296239908,-452.899775502463,1049
62,62,2,delayed_coordination,-2.97989935108565,-86.3496293176835,-760.519706726472,1978
62,62,4,baseline,0,0,0,0
62,62,4,early_mover,-3.91094450945228,-91.4676400239415,-677.159091414638,1804
62,62,4,sequential,-7.24605489757859,-93.6508793212722,-702.325690932036,1832
62,62,4,coordinated,-10.6510512018842,-61.9261904789885,-617.232884778976,1622
62,62,4,delayed_coordination,-7.91338129039545,-95.7726806960494,-669.425812726079,1776
62,62,8,baseline,0,0,0,0
62,62,8,early_mover,-12.4294115206646,-78.9270493184068,-556.00001647572,1306
62,62,8,sequential,-16.5078269958636,-87.3160642727687,-583.079306643389,1138
62,62,8,coordinated,-18.5994874483928,-85.6987810642065,-519.192499912795,955
62,62,8,delayed_coordination,-16.5032715425309,-87.0302099395649,-560.278476965409,1167
63,63,2,baseline,0,0,0,0
63,63,2,early_mover,-12.7854005009558,-83.5051017720588,-538.430065034023,1572
63,63,2,sequential,-13.1575480417423,-98.5712975163254,-622.17681447958,1695
63,63,2,coordinated,-12.6236341562191,-92.453669606263,-627.504450297974,1675
63,63,2,delayed_coordination,-12.3939457252133,-98.1894950206645,-629.856851570543,1708
63,63,4,baseline,0,0,0,0
63,63,4,early_mover,-6.53574841664444,-119.352759942824,-727.440318626872,2136
63,63,4,sequential,-7.56997622715494,-132.406426578209,-796.593055459222,2149
63,63,4,coordinated,-6.79802563369626,-129.878842387559,-733.18970726807,2269
63,63,4,delayed_coordination,-5.50115856988219,-136.319063440345,-849.381820571622,2340
63,63,8,baseline,0,0,0,0
63,63,8,early_mover,-11.1872268208255,-90.9138388907091,-641.23913517311,1751
63,63,8,sequential,-14.2623746204098,-105.04362698436,-650.49602991492,1661
63,63,8,coordinated,-15.7889702840779,-94.2332521963286,-617.033674392366,1595
63,63,8,delayed_coordination,-13.0067663698886,-96.9465740761643,-684.776966739506,1757
64,64,2,baseline,0,0,0,0
64,64,2,early_mover,5.6108053254537,-119.647080470915,-818.47998313845,2308
64,64,2,sequential,0.241479143378939,-122.836383497473,-821.040313084521,1956
64,64,2,coordinated,-3.90389236224516,-111.481267102551,-598.258194688855,1289
64,64,2,delayed_coordination,4.50553791454468,-134.083836449903,-853.98133302043,2167
64,64,4,baseline,0,0,0,0
64,64,4,early_mover,-6.41549318733425,-103.974308821198,-577.310701350395,1307
64,64,4,sequential,-11.5349822290928,-103.600921978243,-586.321972553369,1095
64,64,4,coordinated,-14.2194327560797,-94.5460918451523,-520.855115792448,967
64,64,4,delayed_coordination,-12.2467614186967,-110.924376755857,-575.243606289675,1141
64,64,8,baseline,0,0,0,0
64,64,8,early_mover,-12.3180324334323,-88.5534708960688,-492.436593288423,1143
64,64,8,sequential,-15.0102314213325,-97.8955264971755,-528.002345599286,1199
64,64,8,coordinated,-17.8959942136092,-92.9561601307145,-560.103798770461,1342
64,64,8,delayed_coordination,-15.5696803169606,-101.069546025194,-540.920951079439,1182
65,65,2,baseline,0,0,0,0
65,65,2,early_mover,12.4944684300904,-166.669143601708,-953.17414311489,2848
65,65,2,sequential,12.6992358218877,-180.974177019974,-1063.74058813156,2945
65,65,2,coordinated,-4.18069584602523,-115.304382544803,-766.549395131713,1944
65,65,2,delayed_coordination,14.9128522085316,-187.886603524541,-1083.73463435461,2978
65,65,4,baseline,0,0,0,0
65,65,4,early_mover,-0.769608254485803,-150.100064925668,-859.941423729569,2311
65,65,4,sequential,-6.78768035442414,-140.771431120085,-891.102441118921,2070
65,65,4,coordinated,-10.0402189343826,-130.000141568218,-800.505644304409,1901
65,65,4,delayed_coordination,-1.65809992715967,-166.034449449321,-962.327090910815,2296
65,65,8,baseline,0,0,0,0
65,65,8,early_mover,-10.3185913790423,-91.2956525620892,-676.149831267928,1744
65,65,8,sequential,-11.4324633691225,-103.545378135931,-768.65479877947,1742
65,65,8,coordinated,-16.1067557393162,-92.4857102551343,-643.488602760028,1401
65,65,8,delayed_coordination,-11.4866471518695,-107.874571559268,-743.707253506376,1693
66,66,2,baseline,0,0,0,0
66,66,2,early_mover,7.30468505840606,-137.17519142241,-855.432833300298,2755
66,66,2,sequential,8.69450654833624,-151.000904372021,-926.929755913418,2868
66,66,2,coordinated,7.91918742584788,-152.988584211764,-907.892397998976,2741
66,66,2,delayed_coordination,6.68808072910839,-139.62572528179,-901.885453296734,2849
66,66,4,baseline,0,0,0,0
66,66,4,early_mover,5.00113184374818,-137.888678566561,-847.552027614742,2527
66,66,4,sequential,-0.201863177060247,-143.432800335394,-888.160849895382,2405
66,66,4,coordinated,-4.96800430042572,-120.986236444347,-752.49649550102,2182
66,66,4,delayed_coordination,-0.162506027284977,-139.019624285853,-868.79394923059,2489
66,66,8,baseline,0,0,0,0
66,66,8,early_mover,-7.59588084860522,-98.9148437343154,-638.785544591004,1708
66,66,8,sequential,-8.14793529475773,-111.816145772179,-702.576483204337,1774
66,66,8,coordinated,-6.11289051942219,-115.582859534944,-773.574331267945,2113
66,66,8,delayed_coordination,-9.87413830093874,-101.184511999208,-696.115782692694,1767
67,67,2,baseline,0,0,0,0
67,67,2,early_mover,10.0842370692875,-133.346011510565,-941.287612529458,2909
67,67,2,sequential,7.75345152083666,-140.753976191684,-982.580239913143,2966
67,67,2,coordinated,7.28435831598073,-153.584540670749,-961.830824466701,2973
67,67,2,delayed_coordination,8.04291619962545,-141.834991511367,-1002.29099984561,3016
67,67,4,baseline,0,0,0,0
67,67,4,early_mover,3.32893307924463,-125.200685803954,-878.528407988118,2592
67,67,4,sequential,0.175729433435407,-127.593716333325,-908.578048078626,2634
67,67,4,coordinated,-0.8185410595664,-127.791426643481,-907.747041217305,2611
67,67,4,delayed_coordination,1.8830184935108,-131.816574529049,-936.674260166243,2690
67,67,8,baseline,0,0,0,0
67,67,8,early_mover,-2.79279691285564,-105.24836560228,-766.765484344839,2211
67,67,8,sequential,-6.97360393447742,-112.063802520512,-815.348781478876,2193
67,67,8,coordinated,-9.91250751354957,-115.457967375004,-766.64269209026,2082
67,67,8,delayed_coordination,-5.83934591486303,-106.778605338673,-808.222360640611,2148
68,68,2,baseline,0,0,0,0
68,68,2,early_mover,5.34455861308484,-121.636164727114,-869.866535270072,2494
68,68,2,sequential,8.63154947269848,-139.507317562222,-992.274926862601,2695
68,68,2,coordinated,4.32968078131569,-127.497271626518,-983.821692584084,2677
68,68,2,delayed_coordination,5.43786676894035,-135.784645167439,-972.455137542458,2645
68,68,4,baseline,0,0,0,0
68,68,4,early_mover,-0.591015601763644,-98.114417522284,-817.42689886315,2202
68,68,4,sequential,-1.76864904524824,-118.60425640875,-937.813019710942,2372
68,68,4,coordinated,-5.32586241341509,-110.56240439886,-845.091149155157,2127
68,68,4,delayed_coordination,-1.52804237273391,-112.508155752201,-910.324843471265,2255
68,68,8,baseline,0,0,0,0
68,68,8,early_mover,-8.78201069849001,-92.0057242392963,-703.409103353976,1803
68,68,8,sequential,-9.86507632663465,-100.376573071874,-761.879573456556,1895
68,68,8,coordinated,-12.8473511863558,-102.205346128403,-734.793468776688,1942
68,68,8,delayed_coordination,-10.6747099980633,-101.967623134107,-778.374724858392,1823
69,69,2,baseline,0,0,0,0
69,69,2,early_mover,3.46868187543336,-112.820546983503,-879.483328289804,2564
69,69,2,sequential,2.46208323023083,-129.939857815515,-952.443053043764,2561
69,69,2,coordinated,3.14031895382482,-132.982406667129,-934.791380601879,2800
69,69,2,delayed_coordination,4.31239703414818,-127.533837322478,-963.510401624738,2648
69,69,4,baseline,0,0,0,0
69,69,4,early_mover,-0.156291675985784,-113.88393057555,-851.95356501803,2382
69,69,4,sequential,-0.525714507378609,-128.215574123505,-921.511440291842,2445
69,69,4,coordinated,-2.89568333396393,-125.208080534827,-891.3338162503,2269
69,69,4,delayed_coordination,0.286152714765166,-133.024390064712,-948.782683101987,2559
69,69,8,baseline,0,0,0,0
69,69,8,early_mover,-3.78648860672607,-99.2139233545342,-778.268254394378,1969
69,69,8,sequential,-6.25645533042596,-99.622249074633,-797.13142990697,1861
69,69,8,coordinated,-12.314901607344,-91.3670835322426,-729.147180191901,1683
69,69,8,delayed_coordination,-5.8769356517151,-103.400371704381,-816.109812000427,1961
70,70,2,baseline,0,0,0,0
70,70,2,early_mover,-1.97751852056207,-99.9915277234685,-729.513004196532,2329
70,70,2,sequential,0.832485767894568,-108.556586232149,-805.644793517069,2477
70,70,2,coordinated,-1.91568474800916,-62.9390110412168,-753.687975459494,2267
70,70,2,delayed_coordination,3.63541581433527,-113.497638095846,-886.354535601461,2582
70,70,4,baseline,0,0,0,0
70,70,4,early_mover,-0.584005660818519,-66.5138978984893,-720.12515264605,2257
70,70,4,sequential,0.605354985429358,-89.2504482275655,-846.524718851541,2476
70,70,4,coordinated,-0.666253856897001,-84.5269471678714,-826.868798809564,2494
70,70,4,delayed_coordination,-1.95413127098162,-72.145922700567,-804.74547764831,2347
70,70,8,baseline,0,0,0,0
70,70,8,early_mover,-8.42904969950459,-35.7744081682058,-587.872557004551,1686
70,70,8,sequential,-9.937789703909,-44.9309270382138,-658.713131792709,1721
70,70,8,coordinated,-10.7431354029376,-50.8164593863938,-650.045582617763,1826
70,70,8,delayed_coordination,-8.05722949019813,-45.416203539848,-671.313305340615,1791
71,71,2,baseline,0,0,0,0
71,71,2,early_mover,1.9830380813253,-102.335169437415,-771.941966635555,2436
71,71,2,sequential,-0.198568745099337,-108.669803459131,-850.301584289464,2402
71,71,2,coordinated,2.28296281775233,-105.939888475178,-892.65778104478,2488
71,71,2,delayed_coordination,2.40793509589132,-119.572620482261,-893.73120442146,2410
71,71,4,baseline,0,0,0,0
71,71,4,early_mover,-8.11484730893601,-82.2931004873708,-647.48131644817,1908
71,71,4,sequential,-8.93082680417452,-88.4656281040995,-705.179340964385,1939
71,71,4,coordinated,-10.5335946886119,-77.5576470619255,-662.510924756355,1818
71,71,4,delayed_coordination,-9.48846993695858,-83.193245588948,-700.487632539997,1894
71,71,8,baseline,0,0,0,0
71,71,8,early_mover,-11.8942222725962,-70.8509103883659,-538.641865074638,1479
71,71,8,sequential,-14.8664547621871,-78.2609161886011,-583.769130803165,1444
71,71,8,coordinated,-18.401074114729,-42.5606845730847,-488.427227173346,1261
71,71,8,delayed_coordination,-14.1356707328891,-73.5250676045546,-587.375365431518,1448
72,72,2,baseline,0,0,0,0
72,72,2,early_mover,4.90032748951234,-97.6060485563323,-887.174089877863,2618
72,72,2,sequential,4.91467131903929,-115.210306300964,-975.910501822951,2599
72,72,2,coordinated,9.71082120178778,-128.182127407231,-1019.85862625621,2982
72,72,2,delayed_coordination,6.53011544294583,-123.533212486879,-1023.30056639838,2766
72,72,4,baseline,0,0,0,0
72,72,4,early_mover,1.16167982289207,-122.859272824259,-852.33019901515,2300
72,72,4,sequential,-3.93437298895708,-125.758305044752,-846.451050790075,2090
72,72,4,coordinated,-6.49115046217079,-123.463244295129,-794.533669137744,1970
72,72,4,delayed_coordination,2.40208417610559,-145.241171445128,-962.562190253331,2462
72,72,8,baseline,0,0,0,0
72,72,8,early_mover,-8.07591560944925,-90.1201670442134,-718.067236368065,1873
72,72,8,sequential,-9.65464715567785,-116.7845414372,-805.641844073373,1920
72,72,8,coordinated,-14.7157294517238,-98.3190417779204,-665.649986841785,1562
72,72,8,delayed_coordination,-10.2880829627255,-104.690671282778,-785.380339332411,1877
73,73,2,baseline,0,0,0,0
73,73,2,early_mover,1.74644042377057,-125.270056525217,-747.651909180533,2269
73,73,2,sequential,-0.169824031099523,-128.927223272274,-805.577261043926,2308
73,73,2,coordinated,-11.9754944724289,-75.5042968009075,-553.407881878932,1547
73,73,2,delayed_coordination,0.361849661844559,-134.359813771767,-815.506122509009,2327
73,73,4,baseline,0,0,0,0
73,73,4,early_mover,-13.2757444153369,-36.7133485904547,-462.300311167794,1369
73,73,4,sequential,-13.4002950676565,-41.6594805514032,-544.517878199191,1449
73,73,4,coordinated,-15.598359374042,-37.2076900962753,-459.751786141228,1402
73,73,4,delayed_coordination,-15.6783714515268,-39.8885908985212,-509.821375645102,1325
73,73,8,baseline,0,0,0,0
73,73,8,early_mover,-11.1565729526123,-78.3704005068334,-560.11813100576,1538
73,73,8,sequential,-15.6453382146287,-72.578761779081,-564.432170199987,1432
73,73,8,coordinated,-18.8695823249645,-49.3851277459949,-441.838713345269,1124
73,73,8,delayed_coordination,-16.8187702350113,-70.6774000744582,-591.244227544511,1499
74,74,2,baseline,0,0,0,0
74,74,2,early_mover,5.87877517806805,-115.486904489499,-903.45484086095,2558
74,74,2,sequential,5.48521822447205,-138.542469314187,-1004.40546569359,2678
74,74,2,coordinated,-2.06004853405619,-83.5598400260307,-774.701795452977,2104
74,74,2,delayed_coordination,0.665038631502028,-120.200042647678,-930.800140921334,2457
74,74,4,baseline,0,0,0,0
74,74,4,early_mover,-3.48142087509181,-107.252432662295,-755.125788626907,2093
74,74,4,sequential,-7.67515123986939,-92.4168501263483,-741.851253466197,1859
74,74,4,coordinated,-6.83996826751888,-106.646228870309,-814.811172167436,2077
74,74,4,delayed_coordination,-5.74662792702127,-114.236540208374,-821.722986685971,2240
74,74,8,baseline,0,0,0,0
74,74,8,early_mover,-7.12503617430411,-83.13811678474,-709.128893775783,1790
74,74,8,sequential,-12.0701688484894,-77.1449861464678,-724.691059396576,1610
74,74,8,coordinated,-12.8247584662519,-101.686068002954,-754.323514449299,1867
74,74,8,delayed_coordination,-12.656678445196,-80.747512972666,-698.234803620502,1673
75,75,2,baseline,0,0,0,0
75,75,2,early_mover,4.08562764238575,-123.22055361896,-749.33639644145,2400
75,75,2,sequential,3.4489766915371,-137.495694362208,-838.645720565101,2505
75,75,2,coordinated,2.18137489160618,-127.422200789176,-824.965496574853,2574
75,75,2,delayed_coordination,1.84218063395583,-134.225249393231,-802.212424445795,2457
75,75,4,baseline,0,0,0,0
75,75,4,early_mover,0.387968466617906,-110.967637005702,-741.655777060731,2182
75,75,4,sequential,-1.59688425968822,-121.438278229855,-790.546544822405,2211
75,75,4,coordinated,-1.51564272544157,-127.942545411979,-827.663962868097,2404
75,75,4,delayed_coordination,-4.32364811753231,-113.036492730366,-749.464031605625,2093
75,75,8,baseline,0,0,0,0
75,75,8,early_mover,-12.9220322803584,-83.8585338825239,-470.939973731011,1097
75,75,8,sequential,-17.3708956475611,-91.6022243743848,-522.588072554342,1030
75,75,8,coordinated,-17.9221873808678,-90.5971811545651,-490.626873680819,1169
75,75,8,delayed_coordination,-18.2013768994573,-80.5393991125392,-501.744512033511,979
76,76,2,baseline,0,0,0,0
76,76,2,early_mover,8.21880585794716,-115.544833369028,-724.426552442172,2113
76,76,2,sequential,5.74083721771922,-125.41857913701,-780.415270114806,2234
76,76,2,coordinated,4.72864531828253,-136.040349686884,-764.260410635191,2133
76,76,2,delayed_coordination,5.45002004438018,-123.902126042751,-763.917285605085,2196
76,76,4,baseline,0,0,0,0
76,76,4,early_mover,1.74946808043789,-113.623736667938,-761.852758995283,2071
76,76,4,sequential,-0.677668774629652,-133.232098531403,-824.656112789115,2245
76,76,4,coordinated,-4.46004240599281,-120.079805525629,-744.76771312752,2045
76,76,4,delayed_coordination,-1.38842831703523,-123.829610892557,-804.229153372439,2194
76,76,8,baseline,0,0,0,0
76,76,8,early_mover,-10.1500558307463,-85.9434892402757,-570.138938844187,1480
76,76,8,sequential,-15.8914730817217,-85.8085950694992,-581.512474849447,1431
76,76,8,coordinated,-16.5189651433884,-65.3016697976028,-506.62070614611,1148
76,76,8,delayed_coordination,-14.6492680839733,-86.4991769506452,-617.005251459736,1484
77,77,2,baseline,0,0,0,0
77,77,2,early_mover,3.58055879439902,-121.855733634141,-872.056609930371,2404
77,77,2,sequential,1.01450759358437,-137.713959999539,-917.418302556766,2486
77,77,2,coordinated,3.30549390229524,-127.578555618297,-919.43009006476,2526
77,77,2,delayed_coordination,-0.957991891967438,-118.003642572255,-901.682716248755,2359
77,77,4,baseline,0,0,0,0
77,77,4,early_mover,-1.98500892509128,-119.277960193113,-762.002436671636,2068
77,77,4,sequential,-5.07288301560475,-131.065205485747,-808.914695661296,2186
77,77,4,coordinated,-4.80968020671287,-112.393557971722,-777.774025555756,2089
77,77,4,delayed_coordination,-4.42282321140686,-124.604640981438,-827.624593875439,2063
77,77,8,baseline,0,0,0,0
77,77,8,early_mover,-6.2616796730553,-114.251366381173,-715.990643494062,1893
77,77,8,sequential,-11.595371709691,-109.769593357464,-727.84488397403,1791
77,77,8,coordinated,-12.7629930622754,-114.74428152352,-721.403119621557,1852
77,77,8,delayed_coordination,-10.3784116879102,-118.565696791816,-740.537418792817,1870
78,78,2,baseline,0,0,0,0
78,78,2,early_mover,-0.510831361499285,-124.972150337018,-765.635668401731,2386
78,78,2,sequential,0.596060835759758,-134.588176241828,-854.477830907874,2476
78,78,2,coordinated,1.66762850874758,-128.789723874745,-864.726034177586,2599
78,78,2,delayed_coordination,0.47381759560659,-138.208422063122,-861.776299453437,2528
78,78,4,baseline,0,0,0,0
78,78,4,early_mover,-11.993848921701,-94.4223996985854,-553.496577705444,1580
78,78,4,sequential,-13.1229558782577,-111.285370723013,-616.091082440532,1618
78,78,4,coordinated,-14.8495703858762,-100.16080472108,-556.607637642795,1540
78,78,4,delayed_coordination,-15.0032150047281,-104.189228555292,-571.19164149407,1576
78,78,8,baseline,0,0,0,0
78,78,8,early_mover,-15.0113900476702,-78.0523491191285,-511.929785844247,1547
78,78,8,sequential,-19.3691187160933,-87.3501697739657,-546.45907428242,1438
78,78,8,coordinated,-23.8730869760611,-64.987736936813,-365.728811947764,991
78,78,8,delayed_coordination,-15.1654878691053,-109.626093124663,-642.951417279621,1712
79,79,2,baseline,0,0,0,0
79,79,2,early_mover,5.80292346039697,-122.587205599809,-869.020912848957,2667
79,79,2,sequential,4.63330359591693,-142.9538674409,-938.008371775208,2621
79,79,2,coordinated,8.31419965687964,-145.097101464539,-988.459202265308,2613
79,79,2,delayed_coordination,3.82616070863232,-127.831435730988,-891.378122787298,2564
79,79,4,baseline,0,0,0,0
79,79,4,early_mover,0.0484798405522042,-125.848363899707,-856.318944757344,2245
79,79,4,sequential,-4.08083376090727,-137.873629941335,-886.205455695015,2095
