replication,seed,cost_regime,eL,eG,scenario_id,delta_final_fitness_vs_baseline,delta_final_risk_vs_baseline,delta_final_trade_vs_baseline,delta_total_switches_vs_baseline
42,42,baseline,0.1,0.2,delayed_coordination,0.71004399409793,-111.053861492748,-744.500824516106,2450
42,42,high,0.2,0.4,baseline,0,0,0,0
42,42,high,0.2,0.4,early_mover,-15.8074731016878,-29.9369472510452,-292.886505221102,972
42,42,high,0.2,0.4,sequential,-20.9427168541427,-30.9158465644701,-299.979798199652,823
42,42,high,0.2,0.4,coordinated,-19.0286771679703,-37.0243048584206,-293.624924529635,906
42,42,high,0.2,0.4,delayed_coordination,-20.6434035215662,-33.2205223291498,-312.919150799266,928
43,43,low,0.05,0.1,baseline,0,0,0,0
43,43,low,0.05,0.1,early_mover,5.7806269058301,-107.314090169408,-754.834472745843,2398
43,43,low,0.05,0.1,sequential,3.15605397168247,-102.123465775886,-779.844402323385,2353
43,43,low,0.05,0.1,coordinated,0.471852103537572,-121.501360615586,-789.012264222491,2009
43,43,low,0.05,0.1,delayed_coordination,2.44079224850108,-104.253240002152,-757.789907206668,2325
43,43,baseline,0.1,0.2,baseline,0,0,0,0
43,43,baseline,0.1,0.2,early_mover,-5.89169776857187,-81.6058431994898,-653.377050320944,1955
43,43,baseline,0.1,0.2,sequential,-5.42329913054721,-104.701291882044,-731.028080705785,2142
43,43,baseline,0.1,0.2,coordinated,-8.45580285024178,-93.1687305419928,-659.406132179723,2031
43,43,baseline,0.1,0.2,delayed_coordination,-4.05008091719095,-100.971336487548,-742.404179129563,2150
43,43,high,0.2,0.4,baseline,0,0,0,0
43,43,high,0.2,0.4,early_mover,-20.4396459748322,-30.5434922295864,-263.210610838343,910
43,43,high,0.2,0.4,sequential,-22.2173407521889,-36.6669517563312,-322.440695840249,1072
43,43,high,0.2,0.4,coordinated,-23.2176113501636,-45.543437191178,-276.258158528312,1013
43,43,high,0.2,0.4,delayed_coordination,-21.8536798867521,-37.2173622241625,-327.820869303072,1072
44,44,low,0.05,0.1,baseline,0,0,0,0
44,44,low,0.05,0.1,early_mover,5.01300026665245,-110.273417453842,-806.129012719307,2284
44,44,low,0.05,0.1,sequential,2.12341014217475,-125.046875960507,-857.486048756602,2313
44,44,low,0.05,0.1,coordinated,0.846469810096579,-117.960942044812,-801.900430657939,1977
44,44,low,0.05,0.1,delayed_coordination,0.359525844785708,-114.717132570429,-822.671504344053,2230
44,44,baseline,0.1,0.2,baseline,0,0,0,0
44,44,baseline,0.1,0.2,early_mover,-6.29845947070771,-113.399786541662,-620.888161891455,1920
44,44,baseline,0.1,0.2,sequential,-9.78144554571713,-116.103251271117,-666.075844076114,2010
44,44,baseline,0.1,0.2,coordinated,-14.9011529751634,-65.1803886636615,-445.975075376478,1308
44,44,baseline,0.1,0.2,delayed_coordination,-9.713953392918,-113.429976437582,-674.995712858138,2020
44,44,high,0.2,0.4,baseline,0,0,0,0
44,44,high,0.2,0.4,early_mover,-20.6440437842743,-33.424357664035,-251.309154446933,627
44,44,high,0.2,0.4,sequential,-24.0699789354509,-33.9898536578317,-265.548366063765,654
44,44,high,0.2,0.4,coordinated,-23.3043477781857,-29.7008444640706,-255.037717912927,723
44,44,high,0.2,0.4,delayed_coordination,-23.7622004703067,-31.9474290276764,-275.640955703027,672
45,45,low,0.05,0.1,baseline,0,0,0,0
45,45,low,0.05,0.1,early_mover,0.429228446672766,-98.3037574302349,-696.835374549689,2154
45,45,low,0.05,0.1,sequential,-2.69822222222359,-100.989563589638,-749.023154431314,2201
45,45,low,0.05,0.1,coordinated,-9.1730024186005,-108.830943995719,-650.910593543887,1781
45,45,low,0.05,0.1,delayed_coordination,-2.01115726744672,-111.752159785619,-759.121852236512,2232
45,45,baseline,0.1,0.2,baseline,0,0,0,0
45,45,baseline,0.1,0.2,early_mover,-7.84284244739425,-81.4707413520503,-670.40995011402,2055
45,45,baseline,0.1,0.2,sequential,-8.91695496152535,-90.8192037156446,-732.245051932013,2122
45,45,baseline,0.1,0.2,coordinated,-9.10478396700498,-99.8499864259613,-712.112220942804,2138
45,45,baseline,0.1,0.2,delayed_coordination,-10.0829027938167,-91.496855277753,-726.735452566653,2165
45,45,high,0.2,0.4,baseline,0,0,0,0
45,45,high,0.2,0.4,early_mover,-22.8957295823603,-25.3031053631361,-169.519185260717,640
45,45,high,0.2,0.4,sequential,-26.2536934656222,-37.6925048921092,-223.675226923334,693
45,45,high,0.2,0.4,coordinated,-25.7718163486152,-29.0675861903621,-212.027716725454,683
45,45,high,0.2,0.4,delayed_coordination,-25.9296664570486,-34.2197291673257,-210.983316024392,712
46,46,low,0.05,0.1,baseline,0,0,0,0
46,46,low,0.05,0.1,early_mover,-3.58647887310661,-96.441734006337,-636.136112764218,1903
46,46,low,0.05,0.1,sequential,-6.61548389898741,-100.328469524287,-675.059696448239,1851
46,46,low,0.05,0.1,coordinated,-4.86990561248024,-90.9470203280347,-623.591635496617,1846
46,46,low,0.05,0.1,delayed_coordination,-6.87004328574506,-95.5219647897077,-666.922209359668,1837
46,46,baseline,0.1,0.2,baseline,0,0,0,0
46,46,baseline,0.1,0.2,early_mover,-4.72809827728504,-96.0116553168992,-564.57616373794,1807
46,46,baseline,0.1,0.2,sequential,-5.19566415180125,-106.487126412301,-641.222517196788,1852
46,46,baseline,0.1,0.2,coordinated,-10.3717658860914,-90.2857010404664,-571.032083072783,1645
46,46,baseline,0.1,0.2,delayed_coordination,-7.05468168884086,-104.240419026841,-635.748168142523,1803
46,46,high,0.2,0.4,baseline,0,0,0,0
46,46,high,0.2,0.4,early_mover,-18.8323263482562,-31.3360604987731,-220.268918262069,698
46,46,high,0.2,0.4,sequential,-22.3610614225645,-38.1147974477705,-251.992127413946,746
46,46,high,0.2,0.4,coordinated,-22.9144359943411,-38.565426721696,-231.118126430681,771
46,46,high,0.2,0.4,delayed_coordination,-22.0873003127709,-40.9372587136083,-252.345458420427,775
47,47,low,0.05,0.1,baseline,0,0,0,0
47,47,low,0.05,0.1,early_mover,7.59621949276865,-126.582323099486,-764.181242662996,2317
47,47,low,0.05,0.1,sequential,10.1894099601451,-139.693518521023,-858.317268112099,2459
47,47,low,0.05,0.1,coordinated,2.66449880114266,-125.279060987411,-762.522331824568,2208
47,47,low,0.05,0.1,delayed_coordination,7.54522059110559,-130.816420950838,-821.440522743055,2420
47,47,baseline,0.1,0.2,baseline,0,0,0,0
47,47,baseline,0.1,0.2,early_mover,-2.16292439123944,-86.2267064781697,-679.469179205916,1958
47,47,baseline,0.1,0.2,sequential,-10.3549732464971,-85.194562243229,-598.459646088527,1629
47,47,baseline,0.1,0.2,coordinated,-11.2902358716474,-78.8945172990304,-537.226488799902,1387
47,47,baseline,0.1,0.2,delayed_coordination,-7.66575881702678,-85.684172747577,-620.095699455613,1730
47,47,high,0.2,0.4,baseline,0,0,0,0
47,47,high,0.2,0.4,early_mover,-15.3492455862511,-70.0586278087076,-361.49694895673,1084
47,47,high,0.2,0.4,sequential,-19.8133359954744,-66.3009265495488,-375.290184344614,1059
47,47,high,0.2,0.4,coordinated,-18.655243547027,-44.7801175582214,-396.871799516099,1134
47,47,high,0.2,0.4,delayed_coordination,-17.8861940835108,-72.7383919609974,-408.418981983687,1171
48,48,low,0.05,0.1,baseline,0,0,0,0
48,48,low,0.05,0.1,early_mover,0.434617098218098,-121.298479150957,-779.185308590638,2129
48,48,low,0.05,0.1,sequential,0.326027856197271,-115.789077019841,-789.732857335293,2072
48,48,low,0.05,0.1,coordinated,3.18423369404258,-129.124103961222,-839.964959599764,2333
48,48,low,0.05,0.1,delayed_coordination,3.15629756043066,-145.560727549986,-845.868219183734,2218
48,48,baseline,0.1,0.2,baseline,0,0,0,0
48,48,baseline,0.1,0.2,early_mover,-9.00342975733383,-52.9791792140877,-526.549591704252,1717
48,48,baseline,0.1,0.2,sequential,-9.56608202069101,-67.8999034614744,-592.66070749665,1795
48,48,baseline,0.1,0.2,coordinated,-13.5946065316686,-63.9069539706548,-550.005801083446,1714
48,48,baseline,0.1,0.2,delayed_coordination,-9.71657253838211,-73.7083535386301,-594.242691540951,1779
48,48,high,0.2,0.4,baseline,0,0,0,0
48,48,high,0.2,0.4,early_mover,-23.1910944284646,-24.7010664850355,-160.385989419381,453
48,48,high,0.2,0.4,sequential,-25.1533008386552,-34.2610397539146,-230.045631953704,618
48,48,high,0.2,0.4,coordinated,-25.2262149281256,-20.7757466874477,-189.330806734795,687
48,48,high,0.2,0.4,delayed_coordination,-23.8703866185177,-38.942773927098,-237.66018520635,626
49,49,low,0.05,0.1,baseline,0,0,0,0
49,49,low,0.05,0.1,early_mover,-6.22985178172874,-108.254257845605,-634.739144285706,1396
49,49,low,0.05,0.1,sequential,-7.55796093902524,-99.1678020419802,-680.135504181106,1533
49,49,low,0.05,0.1,coordinated,-0.669477370649361,-121.247366023053,-773.248100473561,2133
49,49,low,0.05,0.1,delayed_coordination,-10.7782589122487,-102.116149442934,-627.113265991719,1139
49,49,baseline,0.1,0.2,baseline,0,0,0,0
49,49,baseline,0.1,0.2,early_mover,-8.81346799890704,-74.1680095045411,-534.209013799625,1671
49,49,baseline,0.1,0.2,sequential,-13.2059422007198,-82.9648250209339,-576.964958024325,1699
49,49,baseline,0.1,0.2,coordinated,-8.11139925516221,-100.233667209786,-642.68978502641,1945
49,49,baseline,0.1,0.2,delayed_coordination,-11.3408442362412,-81.6301777176876,-585.401398340668,1708
49,49,high,0.2,0.4,baseline,0,0,0,0
49,49,high,0.2,0.4,early_mover,-18.3335090532887,-46.7332823142137,-308.70738105789,899
49,49,high,0.2,0.4,sequential,-23.0173179176198,-52.1641735046197,-318.960019102221,850
49,49,high,0.2,0.4,coordinated,-22.6558780924196,-48.0032467754847,-311.878494140894,800
49,49,high,0.2,0.4,delayed_coordination,-21.7593744003959,-54.2601394952048,-350.347555234111,882
50,50,low,0.05,0.1,baseline,0,0,0,0
50,50,low,0.05,0.1,early_mover,7.31980569199419,-120.859356591675,-745.965064915096,2422
50,50,low,0.05,0.1,sequential,0.562731623654514,-121.154175878703,-773.263896066036,2118
50,50,low,0.05,0.1,coordinated,-1.41482317091055,-116.139404550893,-724.763617233251,2235
50,50,low,0.05,0.1,delayed_coordination,6.23184136298403,-126.250289616963,-833.849358152177,2498
50,50,baseline,0.1,0.2,baseline,0,0,0,0
50,50,baseline,0.1,0.2,early_mover,-7.69638017454952,-88.1880284834696,-541.953293713175,1784
50,50,baseline,0.1,0.2,sequential,-7.98403439608565,-97.2633779921895,-587.167839728683,1799
50,50,baseline,0.1,0.2,coordinated,-6.8554735609614,-106.507276377891,-657.801957694998,1886
50,50,baseline,0.1,0.2,delayed_coordination,-7.21790091724893,-94.5146492094216,-613.391560910205,1871
50,50,high,0.2,0.4,baseline,0,0,0,0
50,50,high,0.2,0.4,early_mover,-22.4512424076466,-24.731673094767,-199.357968415394,394
50,50,high,0.2,0.4,sequential,-23.9815352767518,-36.28835295818,-255.076687962033,514
50,50,high,0.2,0.4,coordinated,-20.3303910267663,-57.3749265933168,-349.602320278341,958
50,50,high,0.2,0.4,delayed_coordination,-23.2735526524873,-33.9195968812021,-267.320112780395,521
51,51,low,0.05,0.1,baseline,0,0,0,0
51,51,low,0.05,0.1,early_mover,3.95495763939411,-129.578034622594,-792.387392683394,2427
51,51,low,0.05,0.1,sequential,-1.40869599392465,-131.200410958595,-796.442413198967,2295
51,51,low,0.05,0.1,coordinated,-1.54171294801245,-120.610221513384,-776.8965061257,2226
51,51,low,0.05,0.1,delayed_coordination,-0.0925512630983292,-132.735389269294,-809.521272058169,2358
51,51,baseline,0.1,0.2,baseline,0,0,0,0
51,51,baseline,0.1,0.2,early_mover,-2.31349222336152,-106.246315950454,-698.527977857358,2289
51,51,baseline,0.1,0.2,sequential,-5.44432534252195,-125.794316750469,-734.83021890617,2211
51,51,baseline,0.1,0.2,coordinated,-9.4105657395816,-115.137976186188,-669.975942613949,2108
51,51,baseline,0.1,0.2,delayed_coordination,-5.80324625227439,-126.676977267615,-745.211411652564,2233
51,51,high,0.2,0.4,baseline,0,0,0,0
51,51,high,0.2,0.4,early_mover,-18.6846387061012,-51.0105823396885,-269.718250655403,839
51,51,high,0.2,0.4,sequential,-20.2082323203506,-72.4025281389685,-351.140356888829,974
51,51,high,0.2,0.4,coordinated,-24.9110731492538,-59.7099845919356,-228.541715108921,605
51,51,high,0.2,0.4,delayed_coordination,-21.5147265829653,-70.7328120794916,-345.026304227384,859
52,52,low,0.05,0.1,baseline,0,0,0,0
52,52,low,0.05,0.1,early_mover,5.26426445707551,-107.70597212548,-622.259141258947,2220
52,52,low,0.05,0.1,sequential,4.577348457043,-117.840014659652,-658.072311162568,2253
52,52,low,0.05,0.1,coordinated,7.3114792056794,-104.025044480634,-684.016259573212,2433
52,52,low,0.05,0.1,delayed_coordination,4.18162493234962,-120.321725919804,-648.945647238988,2285
52,52,baseline,0.1,0.2,baseline,0,0,0,0
52,52,baseline,0.1,0.2,early_mover,-3.07885048033238,-80.3579571368687,-523.627796126465,1890
52,52,baseline,0.1,0.2,sequential,-4.40305774142021,-99.4323452511196,-574.32857922893,1947
52,52,baseline,0.1,0.2,coordinated,-1.71424418480706,-79.8319116184532,-573.562992694541,1947
52,52,baseline,0.1,0.2,delayed_coordination,-4.34828152382832,-88.5014690609712,-573.635260550773,1998
52,52,high,0.2,0.4,baseline,0,0,0,0
52,52,high,0.2,0.4,early_mover,-19.870755130917,-34.243645705931,-208.687487226228,794
52,52,high,0.2,0.4,sequential,-22.8887219657533,-39.7131312024313,-231.843939736137,731
52,52,high,0.2,0.4,coordinated,-25.3414441859213,-21.711522176911,-197.32848262894,673
52,52,high,0.2,0.4,delayed_coordination,-22.2655734493222,-40.6171166632591,-245.595976823216,810
53,53,low,0.05,0.1,baseline,0,0,0,0
53,53,low,0.05,0.1,early_mover,3.90081438252096,-124.805361071694,-794.422472902183,2235
53,53,low,0.05,0.1,sequential,5.84810491706193,-130.73507525091,-871.187174265696,2336
53,53,low,0.05,0.1,coordinated,0.187202396101839,-112.860507167114,-824.778950835745,2089
53,53,low,0.05,0.1,delayed_coordination,2.47569860413248,-127.956123850963,-830.835855221093,2227
53,53,baseline,0.1,0.2,baseline,0,0,0,0
53,53,baseline,0.1,0.2,early_mover,-9.57144544771866,-94.2866307374062,-598.016968120693,1550
53,53,baseline,0.1,0.2,sequential,-13.8259437474314,-106.837893104522,-623.008293243916,1526
53,53,baseline,0.1,0.2,coordinated,-11.4288288784088,-90.8333718119212,-638.384109693748,1636
53,53,baseline,0.1,0.2,delayed_coordination,-13.4416410783684,-96.2559315687377,-603.169498569931,1576
53,53,high,0.2,0.4,baseline,0,0,0,0
53,53,high,0.2,0.4,early_mover,-15.065654468947,-44.1515208913038,-389.371496645271,1056
53,53,high,0.2,0.4,sequential,-17.8955189512829,-50.3685797429955,-405.655331586964,1086
53,53,high,0.2,0.4,coordinated,-19.1317014476805,-41.9123966573032,-352.552407637354,973
53,53,high,0.2,0.4,delayed_coordination,-18.7261272957618,-50.7715672394756,-394.133366766515,1015
54,54,low,0.05,0.1,baseline,0,0,0,0
54,54,low,0.05,0.1,early_mover,8.72464031824433,-127.987171212433,-785.216306975112,2529
54,54,low,0.05,0.1,sequential,4.33050103594147,-130.489113195321,-816.729063774224,2449
54,54,low,0.05,0.1,coordinated,0.401831767244573,-127.405657304048,-729.199913279437,2207
54,54,low,0.05,0.1,delayed_coordination,4.54723084549732,-136.956415016801,-838.672452345133,2556
54,54,baseline,0.1,0.2,baseline,0,0,0,0
54,54,baseline,0.1,0.2,early_mover,-7.79122017564522,-89.6867624526212,-564.575492312506,1533
54,54,baseline,0.1,0.2,sequential,-8.58509285220441,-103.300001203852,-658.791575371542,1630
54,54,baseline,0.1,0.2,coordinated,-16.5880576102916,-83.5902534665536,-523.522549172973,1206
54,54,baseline,0.1,0.2,delayed_coordination,-10.812919106037,-88.5558966165223,-617.242911393058,1583
54,54,high,0.2,0.4,baseline,0,0,0,0
54,54,high,0.2,0.4,early_mover,-17.9767385692354,-37.7575894071969,-281.228330317896,827
54,54,high,0.2,0.4,sequential,-21.717838680149,-49.9537382594567,-326.101530066647,862
54,54,high,0.2,0.4,coordinated,-21.9380799903261,-48.8646102168111,-330.419060971039,946
54,54,high,0.2,0.4,delayed_coordination,-22.1324077835695,-46.7789176835711,-327.813121274649,908
55,55,low,0.05,0.1,baseline,0,0,0,0
55,55,low,0.05,0.1,early_mover,2.90374313251252,-119.207219699087,-769.077744401736,2130
55,55,low,0.05,0.1,sequential,0.356261039611553,-132.206365006677,-815.505647729866,2060
55,55,low,0.05,0.1,coordinated,-2.62404257620238,-121.921278935797,-771.914970247687,1989
55,55,low,0.05,0.1,delayed_coordination,-2.20247262237777,-121.643153549144,-801.548862148733,2033
55,55,baseline,0.1,0.2,baseline,0,0,0,0
55,55,baseline,0.1,0.2,early_mover,-7.70853394283527,-60.1507642229501,-586.474502082314,1570
55,55,baseline,0.1,0.2,sequential,-12.2339835478318,-71.4054653373615,-614.326131866353,1635
55,55,baseline,0.1,0.2,coordinated,-15.6810728823401,-70.2788767367031,-556.838243006549,1527
55,55,baseline,0.1,0.2,delayed_coordination,-10.0389254296731,-73.8428385600934,-648.502738704619,1733
55,55,high,0.2,0.4,baseline,0,0,0,0
55,55,high,0.2,0.4,early_mover,-21.8193877922193,-41.8454666432755,-269.33581740404,652
55,55,high,0.2,0.4,sequential,-23.8932063937407,-50.8272975742685,-336.397435252073,816
55,55,high,0.2,0.4,coordinated,-24.0760489558226,-50.2666908394566,-321.205040107443,900
55,55,high,0.2,0.4,delayed_coordination,-23.6136679856218,-54.9675853063834,-342.004201029984,830
56,56,low,0.05,0.1,baseline,0,0,0,0
56,56,low,0.05,0.1,early_mover,0.765015935053782,-81.5390976589548,-711.372057850243,2146
56,56,low,0.05,0.1,sequential,-5.66100010896616,-76.8380191931601,-684.057266114398,1894
56,56,low,0.05,0.1,coordinated,-8.81185027861962,-77.9777606344979,-640.337046244982,1618
56,56,low,0.05,0.1,delayed_coordination,-3.14765790803744,-75.900944837598,-698.432683946457,2006
56,56,baseline,0.1,0.2,baseline,0,0,0,0
56,56,baseline,0.1,0.2,early_mover,-6.93203102464656,-79.0406636583706,-630.887515721011,1828
56,56,baseline,0.1,0.2,sequential,-5.70225091311515,-91.7031019453673,-715.208249283187,2051
56,56,baseline,0.1,0.2,coordinated,-8.42284082254248,-89.1196684942439,-654.582408321896,1777
56,56,baseline,0.1,0.2,delayed_coordination,-10.1313760294169,-72.3928251768875,-637.875696707031,1846
56,56,high,0.2,0.4,baseline,0,0,0,0
56,56,high,0.2,0.4,early_mover,-18.7988396382318,-42.4354782703672,-258.420495692016,762
56,56,high,0.2,0.4,sequential,-22.1837898892206,-42.6618141182922,-270.217496068409,790
56,56,high,0.2,0.4,coordinated,-19.2146369504766,-49.2677996205502,-305.535584615563,996
56,56,high,0.2,0.4,delayed_coordination,-22.9818870922096,-43.8362219510267,-264.640984253783,758
57,57,low,0.05,0.1,baseline,0,0,0,0
57,57,low,0.05,0.1,early_mover,7.71669405310453,-120.973724741927,-840.48471089713,2392
57,57,low,0.05,0.1,sequential,6.97759997051361,-134.009469138817,-869.940676163658,2504
57,57,low,0.05,0.1,coordinated,3.41027558655981,-122.659236851673,-854.408931767221,2340
57,57,low,0.05,0.1,delayed_coordination,7.48305884062907,-130.536960279139,-881.323762353336,2394
57,57,baseline,0.1,0.2,baseline,0,0,0,0
57,57,baseline,0.1,0.2,early_mover,-8.82658975135379,-80.475003547471,-521.731212864523,1270
57,57,baseline,0.1,0.2,sequential,-12.346429843421,-86.8001519983711,-556.886486204298,1354
57,57,baseline,0.1,0.2,coordinated,-11.7646939952351,-99.9649840667312,-583.97280837121,1383
57,57,baseline,0.1,0.2,delayed_coordination,-10.9440614896246,-83.5824825407597,-558.078110821279,1386
57,57,high,0.2,0.4,baseline,0,0,0,0
57,57,high,0.2,0.4,early_mover,-19.8870192321039,-36.1130478349446,-319.088221798992,924
57,57,high,0.2,0.4,sequential,-22.6425425746484,-48.4060206850351,-381.411889113635,1082
57,57,high,0.2,0.4,coordinated,-19.8095711978759,-60.5126992085281,-405.830149692911,1271
57,57,high,0.2,0.4,delayed_coordination,-21.1047575569889,-50.1480671923014,-407.573865461349,1126
58,58,low,0.05,0.1,baseline,0,0,0,0
58,58,low,0.05,0.1,early_mover,7.70537880397256,-135.740851051129,-778.961464256302,2558
58,58,low,0.05,0.1,sequential,3.32568450015864,-141.904732511728,-803.19768974923,2481
58,58,low,0.05,0.1,coordinated,0.273979025034805,-132.74263860547,-760.136317909763,2399
58,58,low,0.05,0.1,delayed_coordination,4.05088610936892,-136.478945239595,-822.243268341376,2644
58,58,baseline,0.1,0.2,baseline,0,0,0,0
58,58,baseline,0.1,0.2,early_mover,-4.26463466006783,-98.3106311060855,-664.513292756134,2273
58,58,baseline,0.1,0.2,sequential,-3.02817551355922,-110.575737502384,-728.004087114357,2261
58,58,baseline,0.1,0.2,coordinated,-3.45253635747461,-111.245975679755,-733.399492472387,2280
58,58,baseline,0.1,0.2,delayed_coordination,-3.48428149743069,-109.735429344883,-730.405387836225,2284
58,58,high,0.2,0.4,baseline,0,0,0,0
58,58,high,0.2,0.4,early_mover,-19.9801387439836,-48.1233138549491,-280.972042499973,788
58,58,high,0.2,0.4,sequential,-23.7863509310826,-47.5697171671351,-281.041546844153,781
58,58,high,0.2,0.4,coordinated,-24.5377423672516,-57.414978103119,-262.394953202677,752
58,58,high,0.2,0.4,delayed_coordination,-21.7676957498214,-59.1522783811468,-341.343274441526,896
59,59,low,0.05,0.1,baseline,0,0,0,0
59,59,low,0.05,0.1,early_mover,5.05243124448845,-128.555186416959,-823.081190971587,2285
59,59,low,0.05,0.1,sequential,-4.3257646046703,-130.594832724468,-788.178033371218,1908
59,59,low,0.05,0.1,coordinated,-7.52355346127334,-127.922108332126,-747.628086150221,1810
59,59,low,0.05,0.1,delayed_coordination,-5.5118211881834,-117.361315163015,-756.322906332595,1983
59,59,baseline,0.1,0.2,baseline,0,0,0,0
59,59,baseline,0.1,0.2,early_mover,-4.08532397517695,-93.7015393989965,-666.026489540883,1876
59,59,baseline,0.1,0.2,sequential,-12.1192782506036,-92.2088709732444,-575.471610325612,1617
59,59,baseline,0.1,0.2,coordinated,-18.8303826322752,-74.0034068799844,-411.765540396084,897
59,59,baseline,0.1,0.2,delayed_coordination,-12.334458772877,-97.4760430062116,-612.078035447594,1640
59,59,high,0.2,0.4,baseline,0,0,0,0
59,59,high,0.2,0.4,early_mover,-20.2718221800235,-24.6933621642358,-243.715896649217,718
59,59,high,0.2,0.4,sequential,-21.5608764232659,-30.0846223403807,-304.499047377641,866
59,59,high,0.2,0.4,coordinated,-23.4967596487487,-6.60332268137944,-229.42580807005,735
59,59,high,0.2,0.4,delayed_coordination,-23.3326653697083,-30.2207351716111,-275.234182720692,806
60,60,low,0.05,0.1,baseline,0,0,0,0
60,60,low,0.05,0.1,early_mover,1.3756998577615,-75.2787954866585,-606.550444696674,2019
60,60,low,0.05,0.1,sequential,0.0528762921733232,-101.435426930495,-703.117135544736,2046
60,60,low,0.05,0.1,coordinated,0.0621789604401215,-97.0455899807181,-691.99212027515,2098
60,60,low,0.05,0.1,delayed_coordination,-0.481165874228935,-96.5691041214948,-678.479084564535,1975
60,60,baseline,0.1,0.2,baseline,0,0,0,0
60,60,baseline,0.1,0.2,early_mover,-0.379815341299476,-108.836437740626,-654.991338623129,1914
60,60,baseline,0.1,0.2,sequential,-6.82138293358302,-111.806816509497,-650.445937536698,1822
60,60,baseline,0.1,0.2,coordinated,-10.1716735796762,-90.1515453881514,-604.531178804211,1819
60,60,baseline,0.1,0.2,delayed_coordination,-6.1111131089754,-108.463745626086,-665.180376316622,1825
60,60,high,0.2,0.4,baseline,0,0,0,0
60,60,high,0.2,0.4,early_mover,-18.8149113055973,-36.7112239491225,-232.800291579807,623
60,60,high,0.2,0.4,sequential,-22.7039557309328,-48.607182856486,-281.994339027559,679
60,60,high,0.2,0.4,coordinated,-25.0172081497992,-38.9073213790425,-185.413027925443,490
60,60,high,0.2,0.4,delayed_coordination,-23.4303544116722,-49.0782165437996,-261.016314193307,649
61,61,low,0.05,0.1,baseline,0,0,0,0
61,61,low,0.05,0.1,early_mover,-4.11524057703841,-101.552435654787,-712.689188875727,1734
61,61,low,0.05,0.1,sequential,-9.74717412427796,-97.1321951764538,-714.605045187817,1555
61,61,low,0.05,0.1,coordinated,-7.5385116046358,-116.505609605342,-707.299114295764,1702
61,61,low,0.05,0.1,delayed_coordination,-6.21982207233233,-103.154368039807,-754.75359996769,1727
61,61,baseline,0.1,0.2,baseline,0,0,0,0
61,61,baseline,0.1,0.2,early_mover,-6.28007867574878,-102.033068060902,-679.759886046446,1841
61,61,baseline,0.1,0.2,sequential,-11.562741579719,-108.403596987541,-716.585932341673,1690
61,61,baseline,0.1,0.2,coordinated,-18.8350192094315,-86.1898953020757,-592.929999264432,1315
61,61,baseline,0.1,0.2,delayed_coordination,-8.60222190457115,-101.480969191491,-736.138743463945,1824
61,61,high,0.2,0.4,baseline,0,0,0,0
61,61,high,0.2,0.4,early_mover,-17.1644016457522,-73.2969528929145,-391.410029050505,949
61,61,high,0.2,0.4,sequential,-21.459426133602,-72.7788200534837,-409.682612983313,956
61,61,high,0.2,0.4,coordinated,-25.2233365946695,-61.3738328360631,-307.445352009659,661
61,61,high,0.2,0.4,delayed_coordination,-20.4894720126939,-66.2091918145134,-413.684415789175,934
62,62,low,0.05,0.1,baseline,0,0,0,0
62,62,low,0.05,0.1,early_mover,5.91726184714258,-119.868134592545,-789.058488187098,2395
62,62,low,0.05,0.1,sequential,3.8801288411623,-111.589268181319,-814.47423864001,2265
62,62,low,0.05,0.1,coordinated,-4.11872279907774,-99.8580155416256,-738.453401649458,1844
62,62,low,0.05,0.1,delayed_coordination,4.18426992286453,-117.546526953843,-823.369884273769,2353
62,62,baseline,0.1,0.2,baseline,0,0,0,0
62,62,baseline,0.1,0.2,early_mover,-3.6033322441246,-98.9793757887466,-669.010761737021,2022
62,62,baseline,0.1,0.2,sequential,-6.77903594346047,-96.1090840640561,-703.550686199108,1948
62,62,baseline,0.1,0.2,coordinated,-9.2524556049818,-101.113003433562,-625.532456409429,1634
62,62,baseline,0.1,0.2,delayed_coordination,-2.77442120515096,-114.108220736618,-740.867029173501,2076
62,62,high,0.2,0.4,baseline,0,0,0,0
62,62,high,0.2,0.4,early_mover,-19.5829199599302,-46.0297057848056,-310.220283305998,706
62,62,high,0.2,0.4,sequential,-20.9018638836419,-56.0439211392824,-360.275179225237,672
62,62,high,0.2,0.4,coordinated,-23.6275905469138,-29.7159797953508,-294.001415065861,566
62,62,high,0.2,0.4,delayed_coordination,-20.6580007236343,-64.3959162749754,-381.779179994642,870
63,63,low,0.05,0.1,baseline,0,0,0,0
63,63,low,0.05,0.1,early_mover,-2.17500118628047,-117.960053510881,-674.309800351558,1995
63,63,low,0.05,0.1,sequential,-4.56384062349255,-113.917405182633,-703.185045093186,1887
63,63,low,0.05,0.1,coordinated,-11.7836437329045,-109.221777367699,-601.577654363556,1461
63,63,low,0.05,0.1,delayed_coordination,-2.14713226765937,-114.956183418531,-719.178615278763,2002
63,63,baseline,0.1,0.2,baseline,0,0,0,0
63,63,baseline,0.1,0.2,early_mover,-10.9835344310983,-82.6737721211994,-533.102977881973,1376
63,63,baseline,0.1,0.2,sequential,-14.2206344274653,-83.626802864834,-556.359804820033,1387
63,63,baseline,0.1,0.2,coordinated,-14.4111086629802,-91.2361610384158,-533.129722042156,1353
63,63,baseline,0.1,0.2,delayed_coordination,-14.1820580350814,-86.5399901438898,-553.342649212027,1357
63,63,high,0.2,0.4,baseline,0,0,0,0
