replication,seed,cost_regime,eL,eG,scenario_id,delta_final_fitness_vs_baseline,delta_final_risk_vs_baseline,delta_final_trade_vs_baseline,delta_total_switches_vs_baseline
63,63,high,0.2,0.4,early_mover,-21.0489660558793,-33.8670608812179,-250.319499095346,704
63,63,high,0.2,0.4,sequential,-24.2011460420814,-47.7246702574813,-295.180198803249,823
63,63,high,0.2,0.4,coordinated,-22.0310799598131,-53.4264512276026,-327.775733972198,936
63,63,high,0.2,0.4,delayed_coordination,-25.2538112248314,-38.8614616767637,-238.215885667954,644
64,64,low,0.05,0.1,baseline,0,0,0,0
64,64,low,0.05,0.1,early_mover,11.3089755235042,-110.41597180094,-837.157669184217,2467
64,64,low,0.05,0.1,sequential,0.240055619434088,-104.478447368976,-797.543167623395,2129
64,64,low,0.05,0.1,coordinated,-5.58018989122877,-108.899930839656,-689.649521131651,1872
64,64,low,0.05,0.1,delayed_coordination,-0.793289892963855,-103.983738036675,-792.356675688617,2092
64,64,baseline,0.1,0.2,baseline,0,0,0,0
64,64,baseline,0.1,0.2,early_mover,-0.962773747231338,-116.08617989861,-663.91404620409,2244
64,64,baseline,0.1,0.2,sequential,-3.25905648321569,-123.104612319193,-705.639381087724,2035
64,64,baseline,0.1,0.2,coordinated,-9.89282137979501,-102.126465293145,-610.165016899624,1788
64,64,baseline,0.1,0.2,delayed_coordination,-3.23028957382114,-115.395198176882,-715.343150645542,2118
64,64,high,0.2,0.4,baseline,0,0,0,0
64,64,high,0.2,0.4,early_mover,-14.8812634544712,-34.4757303067817,-248.422613003939,850
64,64,high,0.2,0.4,sequential,-17.9778042891592,-42.0322471704682,-271.269574143889,887
64,64,high,0.2,0.4,coordinated,-22.064235720679,-31.3506884189454,-212.021971184835,742
64,64,high,0.2,0.4,delayed_coordination,-16.093132406752,-43.7154333461778,-313.062195077344,990
65,65,low,0.05,0.1,baseline,0,0,0,0
65,65,low,0.05,0.1,early_mover,3.33701567695263,-117.33346592459,-757.5135416926,2398
65,65,low,0.05,0.1,sequential,8.12199684789925,-129.252053658326,-848.505230059463,2635
65,65,low,0.05,0.1,coordinated,1.00796734568024,-95.0801059818139,-757.791167774069,2129
65,65,low,0.05,0.1,delayed_coordination,6.43698115375892,-130.931437511208,-828.635274944114,2511
65,65,baseline,0.1,0.2,baseline,0,0,0,0
65,65,baseline,0.1,0.2,early_mover,-8.87063884306329,-83.2885079639486,-516.052296051036,1767
65,65,baseline,0.1,0.2,sequential,-8.04065060695517,-104.490531633845,-592.59154474885,1880
65,65,baseline,0.1,0.2,coordinated,-9.08993830604956,-99.6075196569155,-621.339763538962,1916
65,65,baseline,0.1,0.2,delayed_coordination,-8.30873600681656,-96.8394093000124,-577.996195086426,1871
65,65,high,0.2,0.4,baseline,0,0,0,0
65,65,high,0.2,0.4,early_mover,-19.7709745158811,-38.2250359498821,-256.794821693971,860
65,65,high,0.2,0.4,sequential,-20.5037289949947,-45.9262241740699,-322.745779555635,978
65,65,high,0.2,0.4,coordinated,-22.3961508706923,-31.2501192078889,-255.275680723415,952
65,65,high,0.2,0.4,delayed_coordination,-21.7414995796759,-40.4118992143612,-284.69565357564,893
66,66,low,0.05,0.1,baseline,0,0,0,0
66,66,low,0.05,0.1,early_mover,11.932923826074,-113.919903578983,-722.780836794407,2506
66,66,low,0.05,0.1,sequential,5.65652639197197,-116.44706729848,-737.00663320818,2401
66,66,low,0.05,0.1,coordinated,0.437765649401598,-91.3038197851243,-637.542995805468,2020
66,66,low,0.05,0.1,delayed_coordination,6.8761798270576,-115.215040923901,-756.123521321534,2447
66,66,baseline,0.1,0.2,baseline,0,0,0,0
66,66,baseline,0.1,0.2,early_mover,0.577759733950998,-122.752915887918,-719.423283879596,2218
66,66,baseline,0.1,0.2,sequential,-1.47261203632051,-126.370574941666,-757.363656527275,2223
66,66,baseline,0.1,0.2,coordinated,-3.74059215468209,-112.071398003477,-663.781956498462,2052
66,66,baseline,0.1,0.2,delayed_coordination,-1.0571018514913,-127.094419973147,-758.563552461874,2272
66,66,high,0.2,0.4,baseline,0,0,0,0
66,66,high,0.2,0.4,early_mover,-16.1489377906864,-45.3408537172897,-264.791660677464,908
66,66,high,0.2,0.4,sequential,-19.7866840232398,-45.6995466524905,-272.320340329708,968
66,66,high,0.2,0.4,coordinated,-22.4284783752183,-44.9623579590266,-234.454422079289,821
66,66,high,0.2,0.4,delayed_coordination,-19.4729404537561,-48.5833686478176,-283.021784258466,962
67,67,low,0.05,0.1,baseline,0,0,0,0
67,67,low,0.05,0.1,early_mover,15.4650428767509,-124.064837350205,-849.505276786031,2759
67,67,low,0.05,0.1,sequential,12.0299669435511,-128.65204726682,-892.773095269597,2713
67,67,low,0.05,0.1,coordinated,3.37341461482504,-116.980173036543,-833.558810557787,2577
67,67,low,0.05,0.1,delayed_coordination,11.700742845065,-124.539571149901,-884.791504003045,2757
67,67,baseline,0.1,0.2,baseline,0,0,0,0
67,67,baseline,0.1,0.2,early_mover,-6.14891968812773,-113.921011325764,-630.427283511322,1939
67,67,baseline,0.1,0.2,sequential,-8.98152628604392,-116.947339831042,-675.766408667384,2087
67,67,baseline,0.1,0.2,coordinated,-6.86999286640548,-114.842242083262,-713.967517098704,2337
67,67,baseline,0.1,0.2,delayed_coordination,-8.61599395096806,-115.112146695763,-672.754364218495,2098
67,67,high,0.2,0.4,baseline,0,0,0,0
67,67,high,0.2,0.4,early_mover,-18.7289896582985,-46.4285193091847,-283.183320692739,1025
67,67,high,0.2,0.4,sequential,-20.0711216290327,-57.7275934603871,-378.965795951874,1238
67,67,high,0.2,0.4,coordinated,-20.3137959065093,-57.3354788604924,-376.674302862458,1277
67,67,high,0.2,0.4,delayed_coordination,-20.9285693652374,-53.0175203815993,-347.780432633522,1172
68,68,low,0.05,0.1,baseline,0,0,0,0
68,68,low,0.05,0.1,early_mover,4.85514237228784,-129.998249205499,-810.755424059914,2350
68,68,low,0.05,0.1,sequential,4.1648499118289,-137.01375339073,-858.737123044786,2295
68,68,low,0.05,0.1,coordinated,0.00273022008440194,-109.133586463493,-805.767850984456,2285
68,68,low,0.05,0.1,delayed_coordination,2.8629862747847,-141.91402244813,-876.14854197433,2337
68,68,baseline,0.1,0.2,baseline,0,0,0,0
68,68,baseline,0.1,0.2,early_mover,-8.82324010571256,-100.806790059954,-637.75725968025,1900
68,68,baseline,0.1,0.2,sequential,-8.1078697249164,-105.286544941327,-743.136747367625,2086
68,68,baseline,0.1,0.2,coordinated,-11.5974490699007,-110.920214632503,-689.890162253125,2049
68,68,baseline,0.1,0.2,delayed_coordination,-9.06052583906316,-123.236904520934,-740.993956305763,1984
68,68,high,0.2,0.4,baseline,0,0,0,0
68,68,high,0.2,0.4,early_mover,-20.5541830239573,-67.5660983860669,-274.780997078428,918
68,68,high,0.2,0.4,sequential,-23.4232164615936,-64.2105644598142,-320.057383412759,1004
68,68,high,0.2,0.4,coordinated,-23.3291974381755,-79.099245779992,-349.62812874838,1093
68,68,high,0.2,0.4,delayed_coordination,-22.3711054446399,-74.4537445640769,-327.350033001783,1061
69,69,low,0.05,0.1,baseline,0,0,0,0
69,69,low,0.05,0.1,early_mover,7.31790161553411,-113.359739911301,-794.542861605325,2319
69,69,low,0.05,0.1,sequential,-0.0538555569419827,-104.97445939425,-765.03575192081,2202
69,69,low,0.05,0.1,coordinated,-5.073296478027,-85.3133690677268,-674.310172874064,1680
69,69,low,0.05,0.1,delayed_coordination,2.95769165262527,-105.963188684091,-790.368840727592,2230
69,69,baseline,0.1,0.2,baseline,0,0,0,0
69,69,baseline,0.1,0.2,early_mover,-10.709334627882,-45.896993788519,-546.998234986183,1747
69,69,baseline,0.1,0.2,sequential,-12.1692079634743,-88.0825657836232,-666.522545334155,1867
69,69,baseline,0.1,0.2,coordinated,-12.3325186801827,-74.6340598722572,-594.000539709119,1893
69,69,baseline,0.1,0.2,delayed_coordination,-9.39182491883209,-87.1651442037672,-705.47992938821,2013
69,69,high,0.2,0.4,baseline,0,0,0,0
69,69,high,0.2,0.4,early_mover,-14.7387233845855,-75.9317717764262,-347.598553141641,1012
69,69,high,0.2,0.4,sequential,-16.7940315595363,-81.8263084105383,-388.814110875498,1080
69,69,high,0.2,0.4,coordinated,-18.508205200232,-69.4236525143178,-338.054687929442,1130
69,69,high,0.2,0.4,delayed_coordination,-18.3283713927253,-76.6976124867262,-368.36605104919,1085
70,70,low,0.05,0.1,baseline,0,0,0,0
70,70,low,0.05,0.1,early_mover,7.57474569456693,-94.4842955507298,-792.649827898133,2437
70,70,low,0.05,0.1,sequential,10.8748856058526,-111.572432043412,-880.106437258035,2534
70,70,low,0.05,0.1,coordinated,4.98326181315986,-104.943586676464,-854.834945071301,2572
70,70,low,0.05,0.1,delayed_coordination,10.7360788809669,-110.250523662808,-886.204084593474,2538
70,70,baseline,0.1,0.2,baseline,0,0,0,0
70,70,baseline,0.1,0.2,early_mover,-9.16903486112153,-74.6711544693698,-538.890053836474,1821
70,70,baseline,0.1,0.2,sequential,-9.0729374326275,-77.2849674818553,-624.380259069171,1795
70,70,baseline,0.1,0.2,coordinated,-13.5043860367127,-73.3232963865703,-563.567227795876,1558
70,70,baseline,0.1,0.2,delayed_coordination,-9.48697262865051,-78.9104342169018,-621.713259421186,1962
70,70,high,0.2,0.4,baseline,0,0,0,0
70,70,high,0.2,0.4,early_mover,-18.853217117196,-33.2858993449252,-287.200190116627,721
70,70,high,0.2,0.4,sequential,-22.5828491424884,-31.6867256832739,-256.670214010063,642
70,70,high,0.2,0.4,coordinated,-21.8059772130797,-30.8934261192027,-283.799933254912,709
70,70,high,0.2,0.4,delayed_coordination,-20.6424877319372,-40.4433239334945,-332.059660815284,817
71,71,low,0.05,0.1,baseline,0,0,0,0
71,71,low,0.05,0.1,early_mover,-1.07618413236722,-97.6735935368214,-707.733706854428,2402
71,71,low,0.05,0.1,sequential,-2.28243883164674,-110.591000375031,-763.015672778808,2349
71,71,low,0.05,0.1,coordinated,-1.77683553267511,-112.194728357559,-738.747154715021,2224
71,71,low,0.05,0.1,delayed_coordination,-0.0633479369393513,-111.563684284929,-778.796117756672,2443
71,71,baseline,0.1,0.2,baseline,0,0,0,0
71,71,baseline,0.1,0.2,early_mover,-15.9152563883114,-47.2219521793016,-491.473909036361,1351
71,71,baseline,0.1,0.2,sequential,-14.9489079821454,-62.1823900356631,-572.856454693936,1608
71,71,baseline,0.1,0.2,coordinated,-13.3510121281243,-95.4392518941775,-630.480075020183,1708
71,71,baseline,0.1,0.2,delayed_coordination,-14.967342201111,-60.6665424592984,-557.229150892001,1367
71,71,high,0.2,0.4,baseline,0,0,0,0
71,71,high,0.2,0.4,early_mover,-21.1866912267204,-27.547667127062,-261.041906334025,787
71,71,high,0.2,0.4,sequential,-23.4899920445967,-32.3903127605469,-300.520566208263,858
71,71,high,0.2,0.4,coordinated,-24.5377080775264,-28.5509918544968,-287.732308305127,901
71,71,high,0.2,0.4,delayed_coordination,-23.0681278013142,-37.6056945448926,-301.049624500055,868
72,72,low,0.05,0.1,baseline,0,0,0,0
72,72,low,0.05,0.1,early_mover,7.15481536786535,-111.6744120815,-743.827602741414,2421
72,72,low,0.05,0.1,sequential,7.00788967503658,-119.803603950661,-805.099483316617,2492
72,72,low,0.05,0.1,coordinated,6.61922883866112,-113.586673593248,-810.253062238643,2338
72,72,low,0.05,0.1,delayed_coordination,5.56318589152087,-115.584607531894,-773.123845468771,2358
72,72,baseline,0.1,0.2,baseline,0,0,0,0
72,72,baseline,0.1,0.2,early_mover,-0.691775813587427,-93.7934352191719,-665.563673766279,2192
72,72,baseline,0.1,0.2,sequential,-1.42397948794073,-102.972692544786,-696.175219758513,2245
72,72,baseline,0.1,0.2,coordinated,-4.32665644390188,-96.9823936276539,-624.063972277352,2094
72,72,baseline,0.1,0.2,delayed_coordination,-2.25649073516148,-98.1729018357325,-688.658637975854,2258
72,72,high,0.2,0.4,baseline,0,0,0,0
72,72,high,0.2,0.4,early_mover,-19.0516320210451,-30.0506883204272,-228.209915835826,710
72,72,high,0.2,0.4,sequential,-21.3608524549572,-31.9084727679813,-268.59620553784,844
72,72,high,0.2,0.4,coordinated,-20.8467757110061,-38.8731669210725,-281.794805131064,1006
72,72,high,0.2,0.4,delayed_coordination,-21.4690267660613,-31.7348243028896,-264.897564277486,836
73,73,low,0.05,0.1,baseline,0,0,0,0
73,73,low,0.05,0.1,early_mover,5.33092158820415,-114.266667312907,-778.393852009575,2342
73,73,low,0.05,0.1,sequential,-0.0921566307142143,-107.1234446444,-786.364051058269,2240
73,73,low,0.05,0.1,coordinated,-5.50458075992353,-99.4019359672803,-663.2133464035,1968
73,73,low,0.05,0.1,delayed_coordination,0.583405390977561,-109.600706917234,-780.601579296416,2180
73,73,baseline,0.1,0.2,baseline,0,0,0,0
73,73,baseline,0.1,0.2,early_mover,-4.05824315886007,-113.937790566235,-693.846249107853,2105
73,73,baseline,0.1,0.2,sequential,-5.67861995232803,-122.118438232449,-744.234926034105,1980
73,73,baseline,0.1,0.2,coordinated,-11.7596716126657,-102.953089172858,-640.576448783068,1942
73,73,baseline,0.1,0.2,delayed_coordination,-6.87837008617898,-120.497736210012,-744.890100711455,2029
73,73,high,0.2,0.4,baseline,0,0,0,0
73,73,high,0.2,0.4,early_mover,-15.2276134636983,-62.6967469601359,-402.52308771332,1241
73,73,high,0.2,0.4,sequential,-19.0217682144472,-64.9782794300898,-432.207610383682,1262
73,73,high,0.2,0.4,coordinated,-19.67549895078,-61.5596434449933,-373.49203672156,1198
73,73,high,0.2,0.4,delayed_coordination,-19.583080923894,-61.9367898009311,-409.147126474649,1223
74,74,low,0.05,0.1,baseline,0,0,0,0
74,74,low,0.05,0.1,early_mover,4.02883059341571,-110.226497276424,-769.861680917806,2286
74,74,low,0.05,0.1,sequential,-1.49150187795885,-109.118533188418,-735.631921393402,2108
74,74,low,0.05,0.1,coordinated,0.518077851743612,-113.121039958091,-747.422711866629,2290
74,74,low,0.05,0.1,delayed_coordination,-2.90352170976172,-109.187969733212,-724.112801680219,2026
74,74,baseline,0.1,0.2,baseline,0,0,0,0
74,74,baseline,0.1,0.2,early_mover,-5.00048857035394,-99.4737381043143,-610.69610530508,1676
74,74,baseline,0.1,0.2,sequential,-10.9562077643875,-99.0840328969215,-606.649293191693,1483
74,74,baseline,0.1,0.2,coordinated,-8.02827320704031,-92.1115509413609,-619.932704770646,1734
74,74,baseline,0.1,0.2,delayed_coordination,-9.80127081340964,-102.622432181624,-620.764721436613,1528
74,74,high,0.2,0.4,baseline,0,0,0,0
74,74,high,0.2,0.4,early_mover,-20.291923449533,-36.8804007835806,-241.575747174595,614
74,74,high,0.2,0.4,sequential,-22.1582909137172,-49.4517931514529,-340.950923471326,849
74,74,high,0.2,0.4,coordinated,-23.010942016973,-41.2494238687825,-284.776143359426,697
74,74,high,0.2,0.4,delayed_coordination,-23.3784066873608,-43.4383646985547,-268.97590777929,694
75,75,low,0.05,0.1,baseline,0,0,0,0
75,75,low,0.05,0.1,early_mover,6.78886833215856,-115.951663484994,-793.521350246276,2433
75,75,low,0.05,0.1,sequential,3.84418136712065,-126.553277384808,-857.798610264978,2507
75,75,low,0.05,0.1,coordinated,-0.119934083565681,-125.514050631093,-818.14393645629,2347
75,75,low,0.05,0.1,delayed_coordination,6.51073741416502,-129.541845351726,-878.929936011119,2530
75,75,baseline,0.1,0.2,baseline,0,0,0,0
75,75,baseline,0.1,0.2,early_mover,1.56561907184684,-126.936360053287,-807.43283686581,2423
75,75,baseline,0.1,0.2,sequential,-7.03436483165885,-121.05253824735,-792.301947881701,2303
75,75,baseline,0.1,0.2,coordinated,-12.108307593839,-81.4957909267443,-555.572083635613,1594
75,75,baseline,0.1,0.2,delayed_coordination,-4.45780138524243,-121.453387370467,-815.096676328688,2320
75,75,high,0.2,0.4,baseline,0,0,0,0
75,75,high,0.2,0.4,early_mover,-26.9812332939746,-24.0574903707813,-93.309209387729,127
75,75,high,0.2,0.4,sequential,-29.5021493216564,-39.4049139716087,-162.50261644089,240
75,75,high,0.2,0.4,coordinated,-29.144089398317,-29.9830289756549,-153.681543667238,316
75,75,high,0.2,0.4,delayed_coordination,-29.3901162394698,-40.5785576627358,-166.817277002201,282
76,76,low,0.05,0.1,baseline,0,0,0,0
76,76,low,0.05,0.1,early_mover,9.46908782832341,-114.642956357064,-749.93069398131,2361
76,76,low,0.05,0.1,sequential,5.09052170073147,-113.440704673095,-770.326865283174,2284
76,76,low,0.05,0.1,coordinated,4.48234374369898,-114.742156445425,-747.849161347242,2437
76,76,low,0.05,0.1,delayed_coordination,1.15974357393108,-105.955580385675,-751.672344058914,2147
76,76,baseline,0.1,0.2,baseline,0,0,0,0
76,76,baseline,0.1,0.2,early_mover,-5.67371251009956,-88.0451472554308,-598.857443488964,1952
76,76,baseline,0.1,0.2,sequential,-8.60782754884227,-93.4501311895251,-690.820400793071,2029
76,76,baseline,0.1,0.2,coordinated,-7.14900536838303,-108.21356458615,-668.523463422287,2130
76,76,baseline,0.1,0.2,delayed_coordination,-7.11821241131466,-109.338108164442,-695.823309704111,2078
76,76,high,0.2,0.4,baseline,0,0,0,0
76,76,high,0.2,0.4,early_mover,-20.7367370190776,-52.9780490923881,-211.838418864104,721
76,76,high,0.2,0.4,sequential,-24.427677705566,-60.3917179642543,-232.603232893766,751
76,76,high,0.2,0.4,coordinated,-20.5372809473114,-65.0985167764849,-283.70046053137,1043
76,76,high,0.2,0.4,delayed_coordination,-24.6610960087845,-60.4360333311554,-231.971151666398,773
77,77,low,0.05,0.1,baseline,0,0,0,0
77,77,low,0.05,0.1,early_mover,-0.163667545230908,-79.6257058674319,-643.670538089039,2046
77,77,low,0.05,0.1,sequential,-2.30380493393812,-85.8135613772539,-663.102799286279,1977
77,77,low,0.05,0.1,coordinated,3.23203066210334,-86.056014033907,-763.123213993205,2379
77,77,low,0.05,0.1,delayed_coordination,-0.916052259502379,-69.583701058717,-678.659376612511,2120
77,77,baseline,0.1,0.2,baseline,0,0,0,0
77,77,baseline,0.1,0.2,early_mover,-5.8900654723984,-80.581871416619,-546.757044996736,1899
77,77,baseline,0.1,0.2,sequential,-4.24565250425077,-99.054021763015,-660.634814279634,2123
77,77,baseline,0.1,0.2,coordinated,-7.87674735017468,-95.9345656092047,-629.17944715896,2141
77,77,baseline,0.1,0.2,delayed_coordination,-6.32104488737514,-91.3623843833337,-643.349815083786,2014
77,77,high,0.2,0.4,baseline,0,0,0,0
77,77,high,0.2,0.4,early_mover,-16.5166059188216,-45.9904623960009,-286.977865133849,1054
77,77,high,0.2,0.4,sequential,-18.7592544926498,-56.3902495808805,-370.724640101233,1255
77,77,high,0.2,0.4,coordinated,-21.864276439531,-45.662071524624,-275.290077214856,1033
77,77,high,0.2,0.4,delayed_coordination,-19.6491711181918,-55.601971357508,-353.349293730148,1229
78,78,low,0.05,0.1,baseline,0,0,0,0
78,78,low,0.05,0.1,early_mover,-3.71736999849557,-96.1379983110616,-572.902580675651,1947
78,78,low,0.05,0.1,sequential,-5.08319354025139,-116.601089524157,-652.971046118209,2002
78,78,low,0.05,0.1,coordinated,-8.67405932178653,-118.205449300984,-608.852210998044,1865
78,78,low,0.05,0.1,delayed_coordination,-4.60033203646742,-97.7244933857772,-615.80703579132,2025
78,78,baseline,0.1,0.2,baseline,0,0,0,0
78,78,baseline,0.1,0.2,early_mover,-4.40603929823048,-95.3082122057313,-587.742806696126,1974
78,78,baseline,0.1,0.2,sequential,-13.5526481458935,-86.286572690335,-551.905928517132,1512
78,78,baseline,0.1,0.2,coordinated,-11.7748764380605,-101.276032419823,-551.49883298997,1338
78,78,baseline,0.1,0.2,delayed_coordination,-8.70061825267017,-96.3812264991591,-609.825119895333,1730
78,78,high,0.2,0.4,baseline,0,0,0,0
78,78,high,0.2,0.4,early_mover,-17.7734131630706,-45.9522317566448,-286.626984508198,949
78,78,high,0.2,0.4,sequential,-21.3817748559402,-51.4190814443905,-326.743360660577,983
78,78,high,0.2,0.4,coordinated,-24.5220004771468,-43.0605709508698,-275.506951567386,888
78,78,high,0.2,0.4,delayed_coordination,-21.1049101292617,-50.3384197784873,-335.069295803059,996
79,79,low,0.05,0.1,baseline,0,0,0,0
79,79,low,0.05,0.1,early_mover,5.18677037054866,-121.395186959611,-808.026892875889,2445
79,79,low,0.05,0.1,sequential,-1.82511272683962,-120.273808036947,-789.462964078367,2246
79,79,low,0.05,0.1,coordinated,7.16876314392707,-137.800536756062,-874.363108075401,2573
79,79,low,0.05,0.1,delayed_coordination,1.17685350751546,-120.802278722312,-807.90175823002,2397
79,79,baseline,0.1,0.2,baseline,0,0,0,0
79,79,baseline,0.1,0.2,early_mover,2.98632222714218,-108.986962854701,-762.316341997538,2292
79,79,baseline,0.1,0.2,sequential,-0.996472281546716,-109.830627803132,-776.631164499228,2117
79,79,baseline,0.1,0.2,coordinated,-2.52979667550869,-110.617249967088,-760.108715414815,2093
79,79,baseline,0.1,0.2,delayed_coordination,1.17815673518569,-118.073157939835,-806.691067620201,2315
79,79,high,0.2,0.4,baseline,0,0,0,0
79,79,high,0.2,0.4,early_mover,-19.3228082207879,-24.9401491160866,-293.217401529937,824
79,79,high,0.2,0.4,sequential,-21.90905089666,-40.1765047595208,-346.845423547762,941
79,79,high,0.2,0.4,coordinated,-23.9348119730813,-42.4148815967051,-285.026502344589,833
79,79,high,0.2,0.4,delayed_coordination,-22.5606203714924,-34.2771151009376,-334.998307665579,913
80,80,low,0.05,0.1,baseline,0,0,0,0
80,80,low,0.05,0.1,early_mover,2.83394441959095,-133.043304535788,-744.341868585797,2415
80,80,low,0.05,0.1,sequential,0.72902430496606,-136.777059355334,-777.095642546971,2320
80,80,low,0.05,0.1,coordinated,-9.02336053824901,-116.053805437506,-617.844412146747,1795
80,80,low,0.05,0.1,delayed_coordination,3.10389174228754,-148.289012403439,-785.258476783246,2424
80,80,baseline,0.1,0.2,baseline,0,0,0,0
80,80,baseline,0.1,0.2,early_mover,-7.30698718014045,-102.28140547075,-618.734690400323,1979
80,80,baseline,0.1,0.2,sequential,-11.1863210114642,-95.9741623200756,-598.207152633863,1620
80,80,baseline,0.1,0.2,coordinated,-6.5362400681027,-115.411974045054,-678.679037073556,1969
80,80,baseline,0.1,0.2,delayed_coordination,-6.23640540505883,-106.850745510164,-694.718052464813,2013
80,80,high,0.2,0.4,baseline,0,0,0,0
80,80,high,0.2,0.4,early_mover,-19.8356649741578,-22.9914607121412,-221.919610736481,804
80,80,high,0.2,0.4,sequential,-23.4702997051483,-24.4799377397702,-259.198655624474,870
80,80,high,0.2,0.4,coordinated,-21.7691554219166,-43.8471160101116,-281.817544465406,906
80,80,high,0.2,0.4,delayed_coordination,-22.1932450966508,-28.0687379797982,-264.90912687849,856
81,81,low,0.05,0.1,baseline,0,0,0,0
81,81,low,0.05,0.1,early_mover,10.5367525849672,-116.662630626287,-794.389547942562,2529
81,81,low,0.05,0.1,sequential,7.65610552201491,-118.118300537536,-814.453035533144,2518
81,81,low,0.05,0.1,coordinated,2.11644966142313,-98.121140533833,-716.917116027121,2243
81,81,low,0.05,0.1,delayed_coordination,11.311025095079,-118.624778820217,-855.27775258022,2585
81,81,baseline,0.1,0.2,baseline,0,0,0,0
81,81,baseline,0.1,0.2,early_mover,-3.20308061116779,-63.0452210303939,-619.691611476758,2071
81,81,baseline,0.1,0.2,sequential,-4.91736121292772,-73.5721391729994,-696.70126804239,2150
81,81,baseline,0.1,0.2,coordinated,-5.82322605584093,-48.5226515758828,-615.243914183163,2022
81,81,baseline,0.1,0.2,delayed_coordination,-5.06745335153353,-76.3427640922449,-681.425743884502,2054
81,81,high,0.2,0.4,baseline,0,0,0,0
81,81,high,0.2,0.4,early_mover,-21.588228393873,-36.2595828391136,-219.1452155969,554
81,81,high,0.2,0.4,sequential,-23.3491463907236,-40.1781023904314,-285.223182144614,700
81,81,high,0.2,0.4,coordinated,-22.4629191233971,-44.1639180151385,-318.078830143336,934
81,81,high,0.2,0.4,delayed_coordination,-24.4477557568772,-40.2078755301989,-270.879347861236,705
82,82,low,0.05,0.1,baseline,0,0,0,0
82,82,low,0.05,0.1,early_mover,7.56864268021337,-108.391358954753,-772.394632707569,2307
82,82,low,0.05,0.1,sequential,4.23308501597694,-113.201652158521,-791.501828323639,2316
82,82,low,0.05,0.1,coordinated,3.49846645681797,-111.708401863677,-797.189177127671,2357
82,82,low,0.05,0.1,delayed_coordination,6.975212503188,-113.495451502382,-816.835585934781,2434
82,82,baseline,0.1,0.2,baseline,0,0,0,0
82,82,baseline,0.1,0.2,early_mover,-3.26852448484019,-114.31509315763,-656.270639414806,1960
82,82,baseline,0.1,0.2,sequential,-3.72535203290417,-117.39192220402,-710.6073919496,1990
82,82,baseline,0.1,0.2,coordinated,-4.12927988699805,-107.404285781336,-639.620484296175,1936
82,82,baseline,0.1,0.2,delayed_coordination,-5.76834474143118,-114.714995201837,-681.650599753304,1846
82,82,high,0.2,0.4,baseline,0,0,0,0
82,82,high,0.2,0.4,early_mover,-20.1900072691173,-36.3816657605388,-227.628649063128,591
82,82,high,0.2,0.4,sequential,-23.4097554949924,-36.5934156860949,-247.747207958924,500
82,82,high,0.2,0.4,coordinated,-25.8437360537154,-32.2690902993683,-191.787703576967,410
82,82,high,0.2,0.4,delayed_coordination,-23.2248767051406,-36.0665293500454,-255.916947993289,585
83,83,low,0.05,0.1,baseline,0,0,0,0
83,83,low,0.05,0.1,early_mover,4.04186715866311,-119.476038229214,-752.028470607651,2400
83,83,low,0.05,0.1,sequential,4.88973893324726,-136.312799151157,-841.220367146147,2467
83,83,low,0.05,0.1,coordinated,3.1910886940895,-115.015406916283,-808.306300198939,2388
83,83,low,0.05,0.1,delayed_coordination,3.27376631169577,-124.455640187188,-804.582274380493,2411
83,83,baseline,0.1,0.2,baseline,0,0,0,0
83,83,baseline,0.1,0.2,early_mover,-4.1335630461343,-90.8709724191018,-671.232521458455,1973
83,83,baseline,0.1,0.2,sequential,-6.73259746663018,-99.8238271181895,-720.909035831914,1845
83,83,baseline,0.1,0.2,coordinated,-11.5044843574734,-94.6879718959549,-646.676644720602,1624
83,83,baseline,0.1,0.2,delayed_coordination,-3.29869269734782,-112.86743439606,-756.603281026817,2131
83,83,high,0.2,0.4,baseline,0,0,0,0
83,83,high,0.2,0.4,early_mover,-19.5859840459826,-31.6864616416789,-229.028505865198,857
83,83,high,0.2,0.4,sequential,-18.3097999727306,-47.7954262414352,-350.705583458965,1075
83,83,high,0.2,0.4,coordinated,-17.9059399322243,-41.7371592649087,-330.822050179627,1057
83,83,high,0.2,0.4,delayed_coordination,-19.2799937072916,-48.2494367487627,-339.58622315388,1022
84,84,low,0.05,0.1,baseline,0,0,0,0
84,84,low,0.05,0.1,early_mover,6.20721285475963,-117.835495742578,-817.499698573806,2520
84,84,low,0.05,0.1,sequential,4.61364355963264,-125.738720294134,-810.531391559368,2361
84,84,low,0.05,0.1,coordinated,3.60677591065763,-108.693856658983,-782.721123523275,2225
84,84,low,0.05,0.1,delayed_coordination,5.87016154453886,-123.920469865722,-841.870164033823,2486
84,84,baseline,0.1,0.2,baseline,0,0,0,0
84,84,baseline,0.1,0.2,early_mover,-8.40097624751034,-89.7465669289855,-563.252123565946,1496
84,84,baseline,0.1,0.2,sequential,-5.83537636077513,-107.595535807388,-651.195960798984,1673
84,84,baseline,0.1,0.2,coordinated,-7.73493436695904,-90.3882424215866,-590.700531357064,1676
84,84,baseline,0.1,0.2,delayed_coordination,-9.10478537726409,-101.558484619129,-609.263122014188,1547
84,84,high,0.2,0.4,baseline,0,0,0,0
84,84,high,0.2,0.4,early_mover,-18.9906330614044,-49.6849892506345,-278.883543167362,711
84,84,high,0.2,0.4,sequential,-22.4259700416657,-64.6417175268252,-340.060985768061,853
