replication,seed,recovery_horizon,scenario_id,scenario_name,delta_final_fitness_vs_baseline,delta_final_risk_vs_baseline,delta_final_trade_vs_baseline,delta_recovering_links_vs_baseline,delta_total_switches_vs_baseline
43,43,3,coordinated,Coordinated,-6.87170253727415,-104.979169145736,-763.014889847698,158,2076
43,43,3,delayed_coordination,Delayed Coordination,-1.74077356660865,-127.767486348059,-864.985806618373,174,2303
43,43,5,baseline,Baseline,0,0,0,0,0
43,43,5,early_mover,Early Mover,-2.39249863586942,-107.659394329667,-782.026725558908,170,2148
43,43,5,sequential,Sequential,-3.38984142599858,-116.452685511388,-840.090477645685,171,2199
43,43,5,coordinated,Coordinated,-5.23084929002022,-111.85089231659,-794.508365419066,167,2084
43,43,5,delayed_coordination,Delayed Coordination,-4.94943520720082,-106.816383326123,-838.28441967252,169,2192
43,43,7,baseline,Baseline,0,0,0,0,0
43,43,7,early_mover,Early Mover,-1.34102614117042,-101.551988209738,-779.961507478248,168,2181
43,43,7,sequential,Sequential,-5.6466743111541,-115.029880402776,-814.616592944642,187,2122
43,43,7,coordinated,Coordinated,-5.75623064615786,-117.941475088953,-773.49137473693,177,2138
43,43,7,delayed_coordination,Delayed Coordination,-4.53662499641145,-112.963063723777,-839.882949834932,184,2025
44,44,3,baseline,Baseline,0,0,0,0,0
44,44,3,early_mover,Early Mover,-4.7122390763902,-102.819712233574,-672.658962744778,120,1838
44,44,3,sequential,Sequential,-8.95742326235059,-101.868515966654,-683.478647395894,138,1832
44,44,3,coordinated,Coordinated,-7.25884154826777,-98.6905920609225,-668.612839177063,129,1961
44,44,3,delayed_coordination,Delayed Coordination,-9.07797439696611,-103.823549758722,-677.381707331101,121,1821
44,44,5,baseline,Baseline,0,0,0,0,0
44,44,5,early_mover,Early Mover,-5.31596312199622,-88.3088397178983,-650.477933116741,118,1679
44,44,5,sequential,Sequential,-10.7830374909758,-92.2055475853096,-648.391369594379,125,1638
44,44,5,coordinated,Coordinated,-5.61649022634255,-102.481541228561,-724.697020478309,141,1997
44,44,5,delayed_coordination,Delayed Coordination,-10.1104488527914,-89.8687169576383,-656.435198873764,117,1654
44,44,7,baseline,Baseline,0,0,0,0,0
44,44,7,early_mover,Early Mover,-1.91228400448998,-106.987243733112,-730.484683012386,146,2053
44,44,7,sequential,Sequential,-3.7183393533131,-109.439442719553,-803.182814135943,160,2058
44,44,7,coordinated,Coordinated,-8.71254970416024,-93.8937395836326,-654.405634075921,148,1708
44,44,7,delayed_coordination,Delayed Coordination,-2.57726685354081,-112.543608888048,-812.890250790864,158,2115
45,45,3,baseline,Baseline,0,0,0,0,0
45,45,3,early_mover,Early Mover,-0.45205009367389,-109.752287015156,-845.606863441368,169,2501
45,45,3,sequential,Sequential,-6.67833202504765,-114.432219135407,-854.943883221267,177,2374
45,45,3,coordinated,Coordinated,-7.46952628758068,-105.914793000595,-842.139424047099,172,2344
45,45,3,delayed_coordination,Delayed Coordination,-6.06692871641214,-116.392844865084,-875.499938640617,168,2469
45,45,5,baseline,Baseline,0,0,0,0,0
45,45,5,early_mover,Early Mover,-3.12216281156908,-121.565856902713,-768.615919523835,150,2065
45,45,5,sequential,Sequential,-8.5686729972645,-116.514060847399,-808.893600615979,149,2060
45,45,5,coordinated,Coordinated,-10.1588410921649,-103.235978870484,-775.505265150699,162,2142
45,45,5,delayed_coordination,Delayed Coordination,-6.28700812722883,-121.683709002939,-852.552403531262,163,2153
45,45,7,baseline,Baseline,0,0,0,0,0
45,45,7,early_mover,Early Mover,1.17168499344216,-107.105272247126,-825.388833425869,181,2508
45,45,7,sequential,Sequential,-6.429417014248,-109.975449704106,-840.189669479759,186,2409
45,45,7,coordinated,Coordinated,-5.82674464527005,-123.560207427682,-879.322395777611,199,2416
45,45,7,delayed_coordination,Delayed Coordination,-5.01186585109265,-113.686156520646,-842.076788055344,181,2430
46,46,3,baseline,Baseline,0,0,0,0,0
46,46,3,early_mover,Early Mover,-5.20365671631581,-99.0498675077956,-683.201753185618,129,1720
46,46,3,sequential,Sequential,-7.93044104955509,-116.350739086225,-741.024727507516,109,1712
46,46,3,coordinated,Coordinated,-10.1798919554478,-77.3704307158879,-628.03850279257,102,1704
46,46,3,delayed_coordination,Delayed Coordination,-3.64867536240756,-113.807598260423,-780.89192627704,141,1922
46,46,5,baseline,Baseline,0,0,0,0,0
46,46,5,early_mover,Early Mover,-2.90383701170066,-91.940998533652,-733.52048375894,148,2034
46,46,5,sequential,Sequential,-2.09786487060765,-112.740749720259,-849.983227649294,177,2120
46,46,5,coordinated,Coordinated,-9.56313535719336,-81.1225792708073,-645.134648409492,127,1816
46,46,5,delayed_coordination,Delayed Coordination,-3.76965436141742,-103.414259307201,-807.018848601253,165,2080
46,46,7,baseline,Baseline,0,0,0,0,0
46,46,7,early_mover,Early Mover,-4.47283854345682,-93.1416200774723,-702.347604646707,154,2040
46,46,7,sequential,Sequential,-8.02073357798865,-93.1949969641755,-739.601668131073,160,1878
46,46,7,coordinated,Coordinated,-5.02322374748753,-89.5970300444936,-713.891144985972,129,1882
46,46,7,delayed_coordination,Delayed Coordination,-0.655556427798459,-111.20841607186,-812.223936400316,172,2170
47,47,3,baseline,Baseline,0,0,0,0,0
47,47,3,early_mover,Early Mover,-0.0761478737350245,-102.010816728636,-776.978878930871,159,2248
47,47,3,sequential,Sequential,-2.21148247543023,-91.6530281066238,-809.955624266278,158,2217
47,47,3,coordinated,Coordinated,-5.07844277491036,-93.8605824852829,-745.126490307455,146,2109
47,47,3,delayed_coordination,Delayed Coordination,-2.41132597012837,-100.901335639667,-846.799130615106,169,2313
47,47,5,baseline,Baseline,0,0,0,0,0
47,47,5,early_mover,Early Mover,3.97276877569426,-118.223477972983,-802.027221126044,164,2428
47,47,5,sequential,Sequential,2.28115323060815,-117.019000566159,-893.958412651721,185,2482
47,47,5,coordinated,Coordinated,-4.66010167245969,-98.6714500720465,-791.923119048181,159,2212
47,47,5,delayed_coordination,Delayed Coordination,2.89138231167148,-111.982535983083,-885.083383849373,171,2435
47,47,7,baseline,Baseline,0,0,0,0,0
47,47,7,early_mover,Early Mover,-0.940315571582929,-86.3196004051038,-716.326943475882,145,2189
47,47,7,sequential,Sequential,-2.38560692487286,-91.6182401311488,-794.186068922808,157,2247
47,47,7,coordinated,Coordinated,-3.38528327622714,-93.5525622632142,-783.318803058696,152,2165
47,47,7,delayed_coordination,Delayed Coordination,-3.21504454261149,-85.6500622011357,-778.999477375778,151,2209
48,48,3,baseline,Baseline,0,0,0,0,0
48,48,3,early_mover,Early Mover,-2.23265122623779,-116.274524797133,-847.900709953996,164,2171
48,48,3,sequential,Sequential,-5.30955716920629,-131.78446718015,-890.956947466928,135,2016
48,48,3,coordinated,Coordinated,-4.85587741296169,-105.443526591839,-844.546923354149,146,2004
48,48,3,delayed_coordination,Delayed Coordination,-7.16166292207127,-120.612780937699,-858.005671630935,156,1992
48,48,5,baseline,Baseline,0,0,0,0,0
48,48,5,early_mover,Early Mover,-4.62037020549481,-107.800832711731,-782.929948472607,159,2136
48,48,5,sequential,Sequential,-9.31236192563127,-97.1766600755375,-778.10464745787,139,1895
48,48,5,coordinated,Coordinated,-11.4380285280405,-80.0984295071521,-687.104973821239,77,1456
48,48,5,delayed_coordination,Delayed Coordination,-6.16371127402363,-109.264535731667,-830.478019837785,151,2066
48,48,7,baseline,Baseline,0,0,0,0,0
48,48,7,early_mover,Early Mover,-4.80906141711414,-107.955136460027,-794.945281563069,153,1918
48,48,7,sequential,Sequential,-11.4668669799836,-88.7385817884648,-757.913134498657,113,1524
48,48,7,coordinated,Coordinated,-4.74634477605589,-87.1167533024,-838.297873592682,149,1819
48,48,7,delayed_coordination,Delayed Coordination,-6.67563025108014,-115.888701599477,-836.277287536058,132,1735
49,49,3,baseline,Baseline,0,0,0,0,0
49,49,3,early_mover,Early Mover,-9.00293827380023,-42.4599947147106,-504.013378603579,70,1158
49,49,3,sequential,Sequential,-13.5939041956025,-58.1156864217292,-523.473635405224,78,1199
49,49,3,coordinated,Coordinated,-9.20133891206086,-62.1167024660491,-593.008450401803,87,1489
49,49,3,delayed_coordination,Delayed Coordination,-13.0723324533255,-51.5988349217673,-528.576129458238,77,1227
49,49,5,baseline,Baseline,0,0,0,0,0
49,49,5,early_mover,Early Mover,-7.36671803138046,-49.9226057671134,-548.791873295525,83,1354
49,49,5,sequential,Sequential,-11.2381602432441,-54.0901654635004,-587.519216045077,73,1291
49,49,5,coordinated,Coordinated,-11.5800112210626,-55.5193412026797,-584.218827170076,97,1540
49,49,5,delayed_coordination,Delayed Coordination,-11.5705316781118,-53.5251732174683,-554.014442846894,78,1367
49,49,7,baseline,Baseline,0,0,0,0,0
49,49,7,early_mover,Early Mover,-1.97730067090187,-86.4837920595143,-682.851574609172,109,1750
49,49,7,sequential,Sequential,-5.65193404952588,-82.4946618562332,-697.981679734436,129,1828
49,49,7,coordinated,Coordinated,-14.1205494943339,-62.9329055365063,-567.67608570452,71,1263
49,49,7,delayed_coordination,Delayed Coordination,-2.1061409250877,-92.7974339855113,-766.630375302727,143,1931
50,50,3,baseline,Baseline,0,0,0,0,0
50,50,3,early_mover,Early Mover,-7.9547969185971,-82.8690133852087,-601.949201718796,112,1620
50,50,3,sequential,Sequential,-7.6581973605622,-98.4985816802728,-682.935485888436,131,1749
50,50,3,coordinated,Coordinated,-5.22881094927725,-102.816652756504,-722.675544580736,130,2052
50,50,3,delayed_coordination,Delayed Coordination,-8.29966026922104,-92.7069192292548,-685.120739695603,119,1732
50,50,5,baseline,Baseline,0,0,0,0,0
50,50,5,early_mover,Early Mover,-3.9235196660355,-111.028167696467,-670.225400923184,146,1877
50,50,5,sequential,Sequential,-7.13156449052967,-114.18081573892,-687.676189157257,148,1826
50,50,5,coordinated,Coordinated,-9.95301290837521,-103.184506169309,-590.906594996369,128,1665
50,50,5,delayed_coordination,Delayed Coordination,-5.99700966942258,-120.86764471861,-717.553313516884,160,1869
50,50,7,baseline,Baseline,0,0,0,0,0
50,50,7,early_mover,Early Mover,-5.20603456138565,-97.6355273169925,-657.419210955982,130,1781
50,50,7,sequential,Sequential,-7.46842664811894,-99.9032220938803,-671.096350546047,123,1714
50,50,7,coordinated,Coordinated,-9.35206695027092,-98.6126249722118,-602.166935019235,116,1637
50,50,7,delayed_coordination,Delayed Coordination,-7.2624899294529,-96.7024489599017,-669.967061955415,121,1745
51,51,3,baseline,Baseline,0,0,0,0,0
51,51,3,early_mover,Early Mover,-5.61063336618855,-125.584757823152,-674.55341189159,125,1934
51,51,3,sequential,Sequential,-4.06195277495991,-151.909499833897,-823.095179499358,161,2209
51,51,3,coordinated,Coordinated,-2.55965769370161,-137.131547790551,-833.087375713945,156,2222
51,51,3,delayed_coordination,Delayed Coordination,-8.21180983565047,-131.335300786257,-735.378575617399,114,1906
51,51,5,baseline,Baseline,0,0,0,0,0
51,51,5,early_mover,Early Mover,-5.73395627372375,-118.017268336432,-674.890044466484,131,1885
51,51,5,sequential,Sequential,-6.93203385464659,-140.297413825707,-730.6391440259,134,1852
51,51,5,coordinated,Coordinated,2.10197683274791,-165.736769953287,-914.490271911052,192,2495
51,51,5,delayed_coordination,Delayed Coordination,-6.54154169760666,-140.369590677152,-743.220641008076,150,1950
51,51,7,baseline,Baseline,0,0,0,0,0
51,51,7,early_mover,Early Mover,-7.32339985387594,-114.580954800693,-613.881773882123,117,1752
51,51,7,sequential,Sequential,-4.06908588534959,-140.081126584499,-761.186013112579,159,2006
51,51,7,coordinated,Coordinated,-1.70737874091961,-143.166179016206,-853.153659547821,164,2205
51,51,7,delayed_coordination,Delayed Coordination,-8.2173451873749,-132.585359978307,-693.22384812451,127,1818
52,52,3,baseline,Baseline,0,0,0,0,0
52,52,3,early_mover,Early Mover,-9.29822491854374,-110.215279036702,-595.337818806137,104,1487
52,52,3,sequential,Sequential,-13.8865625281133,-79.2173238166304,-550.159892149903,80,1302
52,52,3,coordinated,Coordinated,-16.4015426515425,-91.5981369765619,-555.622072163001,71,1137
52,52,3,delayed_coordination,Delayed Coordination,-15.3399766369529,-95.8087587966737,-557.458096935852,97,1391
52,52,5,baseline,Baseline,0,0,0,0,0
52,52,5,early_mover,Early Mover,-7.12069807453057,-102.967235371506,-594.219750702168,107,1608
52,52,5,sequential,Sequential,-11.6083915740191,-92.8729530390548,-594.976884807097,99,1464
52,52,5,coordinated,Coordinated,-14.3470357323173,-85.9851276493117,-573.565462764081,93,1165
52,52,5,delayed_coordination,Delayed Coordination,-10.8621594711569,-102.055831130141,-620.011443313667,102,1504
52,52,7,baseline,Baseline,0,0,0,0,0
52,52,7,early_mover,Early Mover,-3.19552966636354,-119.837615427272,-702.888794375806,120,1673
52,52,7,sequential,Sequential,-13.67699898851,-105.811006890887,-600.134742146883,82,1317
52,52,7,coordinated,Coordinated,-11.4981456005592,-111.686378363582,-625.257221406058,96,1287
52,52,7,delayed_coordination,Delayed Coordination,-6.99010474330652,-119.692690995761,-745.239845475055,117,1599
53,53,3,baseline,Baseline,0,0,0,0,0
53,53,3,early_mover,Early Mover,-11.1761805000787,-79.7818702674147,-550.320113084218,89,1231
53,53,3,sequential,Sequential,-9.42958618198618,-90.2817359143268,-647.530283451481,108,1453
53,53,3,coordinated,Coordinated,-8.65599256841932,-104.727652835824,-676.317711336052,138,1883
53,53,3,delayed_coordination,Delayed Coordination,-13.5375351744133,-85.2748181626726,-568.902915521573,81,1306
53,53,5,baseline,Baseline,0,0,0,0,0
53,53,5,early_mover,Early Mover,-5.60792800110391,-119.840398016087,-690.65452437113,157,1819
53,53,5,sequential,Sequential,-5.19825821718705,-122.974508520187,-710.870540048326,152,1943
53,53,5,coordinated,Coordinated,-6.2216452675319,-122.425406755196,-767.500311522569,167,2064
53,53,5,delayed_coordination,Delayed Coordination,-7.59327545217441,-119.200751828766,-670.18904402819,141,1834
53,53,7,baseline,Baseline,0,0,0,0,0
53,53,7,early_mover,Early Mover,-2.47973323363838,-115.835757646885,-731.569655068862,148,1926
53,53,7,sequential,Sequential,-2.82008902539698,-127.03130228598,-818.083323155823,188,2089
53,53,7,coordinated,Coordinated,-8.26743662091333,-102.9006519234,-646.793987983594,130,1639
53,53,7,delayed_coordination,Delayed Coordination,-2.36021068327744,-127.617786286774,-798.631112814562,171,2077
54,54,3,baseline,Baseline,0,0,0,0,0
54,54,3,early_mover,Early Mover,-3.12024156523178,-103.009203601684,-799.741397880263,157,2210
54,54,3,sequential,Sequential,-8.47645713234243,-96.5487612378042,-793.018157239939,133,2028
54,54,3,coordinated,Coordinated,-12.0787907197436,-102.601717539901,-701.798046070678,89,1610
54,54,3,delayed_coordination,Delayed Coordination,-7.8527326523991,-116.977226059973,-845.258611598279,170,2128
54,54,5,baseline,Baseline,0,0,0,0,0
54,54,5,early_mover,Early Mover,-3.71700436191306,-103.15802660551,-763.542676924047,110,2029
54,54,5,sequential,Sequential,-5.94434032703127,-120.323663384957,-899.516847074198,144,2192
54,54,5,coordinated,Coordinated,-8.06452400700854,-104.772846500769,-800.64187814959,138,1940
54,54,5,delayed_coordination,Delayed Coordination,-9.11165308719616,-112.028454647641,-814.594875803485,111,1947
54,54,7,baseline,Baseline,0,0,0,0,0
54,54,7,early_mover,Early Mover,-8.34173370918292,-81.6043776817294,-674.595360972286,133,1761
54,54,7,sequential,Sequential,-13.3707901691549,-88.8445147439493,-729.283254141824,132,1626
54,54,7,coordinated,Coordinated,-3.07443403662703,-112.320555437272,-848.481296710123,161,2111
54,54,7,delayed_coordination,Delayed Coordination,-10.3196155270793,-95.8772947896805,-756.660846497851,126,1784
55,55,3,baseline,Baseline,0,0,0,0,0
55,55,3,early_mover,Early Mover,1.29264159733209,-129.046036171574,-938.918160470943,169,2285
55,55,3,sequential,Sequential,-3.63787775568832,-120.803736449358,-925.551572806589,176,2350
55,55,3,coordinated,Coordinated,-4.96975130931928,-108.535755705814,-879.604353205035,178,2252
55,55,3,delayed_coordination,Delayed Coordination,0.860700055544896,-133.154151307248,-997.532780347666,188,2503
55,55,5,baseline,Baseline,0,0,0,0,0
55,55,5,early_mover,Early Mover,-0.859697493891645,-119.271409582892,-824.647770733107,151,2317
55,55,5,sequential,Sequential,-2.35953699807119,-125.138872395215,-899.479565136722,186,2392
55,55,5,coordinated,Coordinated,-3.79490149107123,-109.549601042674,-850.651512666841,176,2248
55,55,5,delayed_coordination,Delayed Coordination,-1.75972315420951,-133.515618656399,-918.992900106939,175,2449
55,55,7,baseline,Baseline,0,0,0,0,0
55,55,7,early_mover,Early Mover,-3.57912247883618,-118.502324900532,-830.862969767925,168,2315
55,55,7,sequential,Sequential,-5.02597102843278,-127.626671550986,-890.717065578016,182,2326
55,55,7,coordinated,Coordinated,-4.68170672225325,-123.438984731878,-911.11773862839,181,2252
55,55,7,delayed_coordination,Delayed Coordination,-5.61780572625648,-123.173192328309,-893.052460985084,167,2394
56,56,3,baseline,Baseline,0,0,0,0,0
56,56,3,early_mover,Early Mover,-10.8707058305962,-65.3073441679392,-570.151908387107,114,1332
56,56,3,sequential,Sequential,-18.8609906989987,-58.0564762236642,-500.810010444089,72,815
56,56,3,coordinated,Coordinated,-18.6620373074159,-42.9832845963518,-448.97959079926,80,919
56,56,3,delayed_coordination,Delayed Coordination,-15.076224918753,-73.0248539693478,-617.868033990982,111,1266
56,56,5,baseline,Baseline,0,0,0,0,0
56,56,5,early_mover,Early Mover,-12.5504148043433,-50.9312074122747,-453.537433966228,81,1047
56,56,5,sequential,Sequential,-17.385178518071,-55.8329358120849,-483.403765940269,70,877
56,56,5,coordinated,Coordinated,-17.7903422737345,-52.0576235199522,-442.75125953425,73,987
56,56,5,delayed_coordination,Delayed Coordination,-17.3499171604999,-55.5457718412082,-461.965926556333,67,862
56,56,7,baseline,Baseline,0,0,0,0,0
56,56,7,early_mover,Early Mover,-11.0815149179855,-51.1730698824738,-495.693240849006,94,1198
56,56,7,sequential,Sequential,-14.2002035181322,-61.9512951059067,-615.630220906455,122,1158
56,56,7,coordinated,Coordinated,-11.449805967111,-60.7811734077353,-585.574739663878,111,1291
56,56,7,delayed_coordination,Delayed Coordination,-14.1014618784528,-61.5659201549873,-577.488403835147,97,1187
57,57,3,baseline,Baseline,0,0,0,0,0
57,57,3,early_mover,Early Mover,-1.44099791024644,-112.362695528953,-780.500289350431,147,2089
57,57,3,sequential,Sequential,-3.78975273123396,-152.000529569197,-854.412377807423,167,2048
57,57,3,coordinated,Coordinated,-4.95053648005114,-119.001614287241,-784.279419648091,119,1981
57,57,3,delayed_coordination,Delayed Coordination,-3.07518008215911,-134.851883597218,-855.885804501863,169,2121
57,57,5,baseline,Baseline,0,0,0,0,0
57,57,5,early_mover,Early Mover,-3.20023649714732,-103.126212453275,-713.87572192361,139,1895
57,57,5,sequential,Sequential,-4.1160912511798,-132.453798933406,-812.245451562769,156,2015
57,57,5,coordinated,Coordinated,-4.30987792427408,-133.25853592629,-789.428219351614,163,2047
57,57,5,delayed_coordination,Delayed Coordination,-3.55948582600874,-121.000323177318,-833.2722292847,160,2086
57,57,7,baseline,Baseline,0,0,0,0,0
57,57,7,early_mover,Early Mover,0.912013308360287,-109.121892270357,-780.312521080048,157,2041
57,57,7,sequential,Sequential,0.641005552357342,-137.626579198826,-891.630313647184,182,2137
57,57,7,coordinated,Coordinated,-2.70627069879093,-127.593710041911,-790.143519904768,160,2130
57,57,7,delayed_coordination,Delayed Coordination,-2.50675183384797,-135.145635425028,-858.788602022892,162,2097
58,58,3,baseline,Baseline,0,0,0,0,0
58,58,3,early_mover,Early Mover,-5.17836199502507,-93.1385609558966,-790.645125800028,161,2175
58,58,3,sequential,Sequential,-6.82866183083179,-102.473635436355,-869.226540232245,157,2179
58,58,3,coordinated,Coordinated,-7.99396336858952,-93.1188826022496,-784.251177686337,127,1879
58,58,3,delayed_coordination,Delayed Coordination,-8.30946315206104,-111.591700882928,-860.166150860668,175,2227
58,58,5,baseline,Baseline,0,0,0,0,0
58,58,5,early_mover,Early Mover,-2.43669164240833,-117.920375794781,-802.251998245233,144,2344
58,58,5,sequential,Sequential,-4.2134102411224,-132.163052287855,-892.953647783361,158,2393
58,58,5,coordinated,Coordinated,-4.38073180966617,-120.25784591848,-846.43217935302,169,2344
58,58,5,delayed_coordination,Delayed Coordination,-4.92331611881447,-125.487165018271,-877.335158719178,166,2418
58,58,7,baseline,Baseline,0,0,0,0,0
58,58,7,early_mover,Early Mover,-0.922152006829549,-101.889465422527,-794.813840635442,154,2345
58,58,7,sequential,Sequential,-2.76719471442205,-120.78776238107,-871.324620857543,180,2354
58,58,7,coordinated,Coordinated,-5.84666852757896,-107.76621526125,-838.604322696269,159,2163
58,58,7,delayed_coordination,Delayed Coordination,-1.85249853259805,-121.63734367957,-882.187278639275,186,2405
59,59,3,baseline,Baseline,0,0,0,0,0
59,59,3,early_mover,Early Mover,-2.41473324521587,-106.067414148265,-711.693223769082,150,1984
59,59,3,sequential,Sequential,-3.49870418501688,-123.230336698074,-766.211563379818,141,1967
59,59,3,coordinated,Coordinated,-7.87605074178063,-103.179694758192,-647.193530848858,127,1722
59,59,3,delayed_coordination,Delayed Coordination,-4.02405753673749,-109.5555705477,-757.542152883489,141,1925
59,59,5,baseline,Baseline,0,0,0,0,0
59,59,5,early_mover,Early Mover,-2.84742265547108,-117.802352788203,-703.707584841962,149,1850
59,59,5,sequential,Sequential,-1.51441227879273,-144.219655672339,-820.317047873123,158,1845
59,59,5,coordinated,Coordinated,0.418603218255839,-128.313646523312,-787.186051194888,149,1895
59,59,5,delayed_coordination,Delayed Coordination,-6.07299264397919,-137.231173923686,-785.07185969627,145,1823
59,59,7,baseline,Baseline,0,0,0,0,0
59,59,7,early_mover,Early Mover,-2.3294770141714,-100.227679578679,-718.742480230032,155,2026
59,59,7,sequential,Sequential,-4.80028127440681,-128.844056934852,-752.895237569903,159,1967
59,59,7,coordinated,Coordinated,-2.25373701323069,-137.84374015041,-781.627048941864,163,2058
59,59,7,delayed_coordination,Delayed Coordination,-5.46239269641057,-126.537797118599,-787.641533788581,180,2044
60,60,3,baseline,Baseline,0,0,0,0,0
60,60,3,early_mover,Early Mover,-1.84940934894404,-121.627647339622,-817.526072474304,167,2169
60,60,3,sequential,Sequential,-6.34876344468539,-99.5640473189951,-808.621297410699,148,2062
60,60,3,coordinated,Coordinated,-8.07293642636699,-96.5953095717421,-775.895025364502,159,2088
60,60,3,delayed_coordination,Delayed Coordination,-7.17888212391688,-114.843520630865,-819.065443972515,151,2071
60,60,5,baseline,Baseline,0,0,0,0,0
60,60,5,early_mover,Early Mover,-2.13790320339294,-120.762527891699,-808.670643172309,162,2220
60,60,5,sequential,Sequential,-4.09610075364988,-134.247137673145,-841.39133577273,165,2146
60,60,5,coordinated,Coordinated,-12.5808395280251,-96.9622535260082,-692.783496098163,112,1494
60,60,5,delayed_coordination,Delayed Coordination,-7.42383865663712,-120.455006792683,-802.203591915096,150,2151
60,60,7,baseline,Baseline,0,0,0,0,0
60,60,7,early_mover,Early Mover,-4.34256050694704,-112.712392501183,-762.095583713028,157,2090
60,60,7,sequential,Sequential,-6.22219199575953,-123.729175173633,-829.375374450966,169,2174
60,60,7,coordinated,Coordinated,-9.48490035835417,-99.9764602356828,-734.132597617355,144,1777
60,60,7,delayed_coordination,Delayed Coordination,-6.64522168345916,-124.687689499294,-797.776917775559,164,1984
61,61,3,baseline,Baseline,0,0,0,0,0
61,61,3,early_mover,Early Mover,-0.330727503277572,-127.84282338976,-802.182957800985,163,2146
61,61,3,sequential,Sequential,-3.42302705535811,-146.128952468128,-846.570267095946,145,2112
61,61,3,coordinated,Coordinated,-5.20712966046833,-128.199051555145,-800.275051592108,154,2213
61,61,3,delayed_coordination,Delayed Coordination,-0.0577353115344721,-133.083533802098,-872.11495472389,180,2285
61,61,5,baseline,Baseline,0,0,0,0,0
61,61,5,early_mover,Early Mover,-2.49044160209172,-111.240523277412,-766.576825354606,156,2199
61,61,5,sequential,Sequential,-1.31079846036133,-130.000492636429,-835.774922536932,165,2304
61,61,5,coordinated,Coordinated,-5.03783850058088,-125.190970451105,-760.204763250559,146,2077
61,61,5,delayed_coordination,Delayed Coordination,-3.32979301322209,-112.128187271543,-804.643507413892,151,2234
61,61,7,baseline,Baseline,0,0,0,0,0
61,61,7,early_mover,Early Mover,-5.18895938423117,-111.814588992596,-717.233480786406,150,2029
61,61,7,sequential,Sequential,-5.22321271406494,-127.654531597946,-825.454529348903,167,2107
61,61,7,coordinated,Coordinated,-6.79425901386753,-125.330300571334,-793.77049839434,181,2204
61,61,7,delayed_coordination,Delayed Coordination,-5.85794751226115,-130.883853693922,-791.368801025656,169,2055
62,62,3,baseline,Baseline,0,0,0,0,0
62,62,3,early_mover,Early Mover,-9.2603567182388,-58.6672933479805,-563.047912789654,105,1483
62,62,3,sequential,Sequential,-14.2857073536491,-59.7523075697811,-542.75744295943,77,1244
62,62,3,coordinated,Coordinated,-21.3250691027303,-37.130751334556,-356.689227748772,54,788
62,62,3,delayed_coordination,Delayed Coordination,-11.8459400916236,-65.3631711680169,-576.909263002416,98,1401
62,62,5,baseline,Baseline,0,0,0,0,0
62,62,5,early_mover,Early Mover,-3.91094450945228,-91.4676400239415,-677.159091414638,116,1804
62,62,5,sequential,Sequential,-7.24605489757859,-93.6508793212722,-702.325690932036,122,1832
62,62,5,coordinated,Coordinated,-10.6510512018842,-61.9261904789885,-617.232884778976,132,1622
62,62,5,delayed_coordination,Delayed Coordination,-7.91338129039545,-95.7726806960494,-669.425812726079,121,1776
62,62,7,baseline,Baseline,0,0,0,0,0
62,62,7,early_mover,Early Mover,-2.12818998973569,-117.151145384438,-713.848584996253,145,2046
62,62,7,sequential,Sequential,-7.34470236965038,-124.496335524736,-712.775651544041,152,2018
62,62,7,coordinated,Coordinated,-15.7983279100505,-48.1205305855372,-519.792657681704,110,1244
62,62,7,delayed_coordination,Delayed Coordination,-3.98964397163483,-134.430244617401,-766.955981605663,162,2053
63,63,3,baseline,Baseline,0,0,0,0,0
63,63,3,early_mover,Early Mover,-4.44635402560479,-129.25330132581,-793.737972279479,151,2205
63,63,3,sequential,Sequential,-9.33925906889878,-141.511048948766,-826.853871135417,168,2268
63,63,3,coordinated,Coordinated,-12.0140489325253,-115.311256752941,-641.127772192274,94,1704
63,63,3,delayed_coordination,Delayed Coordination,-7.60028106239062,-134.396371892501,-821.267342730847,143,2098
63,63,5,baseline,Baseline,0,0,0,0,0
63,63,5,early_mover,Early Mover,-6.53574841664444,-119.352759942824,-727.440318626872,161,2136
63,63,5,sequential,Sequential,-7.56997622715494,-132.406426578209,-796.593055459222,167,2149
63,63,5,coordinated,Coordinated,-6.79802563369626,-129.878842387559,-733.18970726807,161,2269
63,63,5,delayed_coordination,Delayed Coordination,-5.50115856988219,-136.319063440345,-849.381820571622,188,2340
63,63,7,baseline,Baseline,0,0,0,0,0
63,63,7,early_mover,Early Mover,-3.38627111309182,-139.160298482349,-828.399964930647,182,2333
63,63,7,sequential,Sequential,-6.30404079817971,-140.765763219125,-806.36161088815,183,2261
63,63,7,coordinated,Coordinated,-2.51308294064134,-133.824609211566,-848.391951595828,187,2415
63,63,7,delayed_coordination,Delayed Coordination,-4.17429191046418,-147.773049573771,-840.653632289009,186,2408
64,64,3,baseline,Baseline,0,0,0,0,0
64,64,3,early_mover,Early Mover,-2.15827825255849,-130.9132598934,-679.565995841037,129,1617
64,64,3,sequential,Sequential,-3.46831345161482,-139.297710377779,-747.90767250799,139,1685
64,64,3,coordinated,Coordinated,-12.7598787447261,-97.9081571583811,-485.152982298596,90,1134
64,64,3,delayed_coordination,Delayed Coordination,-5.49743822574084,-131.528677052239,-701.516252573026,124,1589
64,64,5,baseline,Baseline,0,0,0,0,0
